,Mã tin,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Phòng ngủ,Phòng tắm,Lầu,Lửng,Tầng thượng,Hướng,Đường,Phường,Quận,Giá,Đơn giá gộp,Tiêu đề,Địa chỉ,"Gần chợ, siêu thị",Gần trường học,Di chuyển thuận tiện ra trung tâm,"Khu vực an ninh, yên tĩnh",phân loại
535,402498,23.7,43.8,6.77,3.5,4.0,,2.0,2.0,1,0,0,T.Nam,Đ.Mễ Cốc,P.15,Q.8,2.1,88.6,"bán nhà hẻm xe hơi phường 15, quận 8 - hướng tây nam","Đ.Mễ Cốc, P.15, Q.8, Hồ Chí Minh",1,1,1,1,1.0
536,352889,22.7,56.75,8.13,2.75,3.0,,2.0,2.0,1,0,1,Nam,Đ.Bến Bình Đông,P.14,Q.8,2.1,92.5,"cần bán gấp nhà riêng phường 14, quận 8 - hướng nam.","Đ.Bến Bình Đông, P.14, Q.8, Hồ Chí Minh",1,1,0,0,1.0
537,407575,16.9,33.8,4.58,4.07,3.0,,2.0,1.0,1,0,0,Bắc,Đ.Phạm Thế Hiển,P.7,Q.8,2.1,124.2,bán nhà riêng quận 8 - gần chợ,"Đ.Phạm Thế Hiển, P.7, Q.8, Hồ Chí Minh",1,1,1,0,1.0
539,387076,65.05,65.05,,,,,2.0,2.0,0,0,0,Đ.Nam,Đ.D6,P.Bình Chiểu,Q.Thủ Đức,2.1,32.2,"bán căn hộ thuộc chung cư fresca riverside, khu nhà ở bình chiểu, quận thủ đức","Đ.D6, P.Bình Chiểu, Q.Thủ Đức, Hồ Chí Minh",1,1,0,0,1.0
544,346006,17.5,29.3,5.2,2.3,0.89,,1.0,2.0,1,0,0,Tây,Đ.Dương Bá Trạc,P.1,Q.8,2.1,120.0,bán nhà riêng hẻm phường 1 quận 8 - sổ hồng riêng chính chủ,"Đ.Dương Bá Trạc, P.1, Q.8, Hồ Chí Minh",0,0,0,0,1.0
546,309151,14.2,24.8,5.0,3.0,2.0,,1.0,1.0,1,0,0,T.Nam,Đ.Xô Viết Nghệ Tĩnh,P.21,Q.Bình Thạnh,2.1,147.8,bán nhà hẻm xô viết nghệ tĩnh phường 21 bình thạnh.,"Đ.Xô Viết Nghệ Tĩnh, P.21, Q.Bình Thạnh, Hồ Chí Minh",1,1,0,0,1.0
547,308191,11.4,22.8,5.7,2.3,4.7,,1.0,1.0,1,0,0,Bắc,Đ.Mai Xuân Thưởng,P.4,Q.6,2.1,184.2,nhà bán hẻm xe oto mai xuân thưởng p4 q6 - 11.4m2 - đúc 1 lầu - gần chợ lớn,"Đ.Mai Xuân Thưởng, P.4, Q.6, Hồ Chí Minh",0,0,0,0,1.0
553,376664,16.4,39.4,7.0,3.18,2.0,,2.0,2.0,1,1,0,Đ.Bắc,Đ.Bến Vân Đồn,P.5,Q.4,2.1,128.0,bán nhà hẻm phường 5 quận 4 - nhà gần mặt tiền đường,"Đ.Bến Vân Đồn, P.5, Q.4, Hồ Chí Minh",1,1,1,1,1.0
555,368680,80.0,32.0,7.0,4.0,,15.0,1.0,1.0,0,0,0,T.Bắc,Đ.Phan Huy Ôn,P.19,Q.Bình Thạnh,2.1,26.2,"bán tầng 3 ( phía trước ) nhà ngay mặt tiền phan huy ôn, bình thạnh","Đ.Phan Huy Ôn, P.19, Q.Bình Thạnh, Hồ Chí Minh",0,0,0,0,1.0
557,291875,20.9,39.6,5.5,3.95,3.0,,1.0,1.0,1,0,0,Tây,Đ.Tân Hòa Đông,P.14,Q.6,2.1,100.4,bán nhà hẻm 1/ gần chợ tân hòa đông p14 q6 - 3.95 x 5.5m,"Đ.Tân Hòa Đông, P.14, Q.6, Hồ Chí Minh",0,0,0,0,1.0
558,406427,25.5,50.2,11.29,3.35,2.0,,1.0,1.0,1,0,0,T.Bắc,Đ.Nguyễn Duy,P.9,Q.8,2.1,82.3,bán nhà hẻm 4m thông thoáng phường 9 quận 8 - hướng tây bắc,"Đ.Nguyễn Duy, P.9, Q.8, Hồ Chí Minh",0,0,0,0,1.0
559,129553,11.3,22.6,3.82,2.8,2.8,,1.0,1.0,1,0,0,T.Bắc,Đ.Quang Trung,P.10,Q.Gò Vấp,2.1,185.8,"bán nhà quận gò vấp hẻm ba gác, khu yên tĩnh, gần nhiều tiện ích","Đ.Quang Trung, P.10, Q.Gò Vấp, Hồ Chí Minh",0,1,1,1,1.0
565,339787,24.6,35.0,12.36,3.04,2.5,,2.0,1.0,0,1,0,T.Bắc,Đ.Hoàng Hữu Nam,P.Long Thạnh Mỹ,Q.9,2.15,87.3,bán nhà riêng hẻm xe máy phường long thạnh mỹ- hướng tây bắc,"Đ.Hoàng Hữu Nam, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",0,0,0,1,1.0
569,56389,32.5,50.5,9.2,3.3,2.0,,2.0,2.0,1,0,0,T.Nam,Đ.Lưu Hữu Phước,P.15,Q.8,2.15,66.1,"bán nhà căn góc 2 mặt hẻm phường 15, quận 8 - sổ hồng riêng chính chủ","Đ.Lưu Hữu Phước, P.15, Q.8, Hồ Chí Minh",1,1,0,1,1.0
570,268003,61.5,42.5,19.45,2.9,6.0,,1.0,1.0,0,0,0,Đ.Bắc,Đ.Lê Văn Lương,X.Nhơn Đức,H.Nhà Bè,2.15,34.9,bán nhà cấp 4 hẻm xe hơi xã nhơn đức huyện nhà bè - gần cầu rạch tôm,"Đ.Lê Văn Lương, X.Nhơn Đức, H.Nhà Bè, Hồ Chí Minh",1,1,1,1,1.0
571,308822,39.7,43.4,10.0,3.95,2.0,,2.0,2.0,1,0,0,Đông,Đ.Quốc Lộ 50,X.Phong Phú,H.Bình Chánh,2.15,54.1,bán nhà riêng hẻm thông thoáng xã phong phú huyện bình chánh - sổ hồng riêng chính chủ,"Đ.Quốc Lộ 50, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",1,1,1,1,1.0
572,388522,26.2,51.2,5.56,3.84,3.5,,2.0,2.0,1,0,0,Bắc,Đ.Ngô Sĩ Liên,P.14,Q.8,2.15,82.0,bán nhà riêng hẻm xe máy phường 14 quận 8 - hướng bắc,"Đ.Ngô Sĩ Liên, P.14, Q.8, Hồ Chí Minh",1,1,0,0,1.0
577,403135,28.9,57.8,8.42,3.51,1.5,,2.0,1.0,1,0,0,T.Bắc,Đ.Nguyễn Nhược Thi,P.15,Q.8,2.15,74.3,bán nhà riêng hẻm phường 15 quận 8 - sổ hồng riêng chính chủ,"Đ.Nguyễn Nhược Thi, P.15, Q.8, Hồ Chí Minh",0,0,0,0,1.0
582,379274,12.6,25.2,4.95,3.55,2.0,,2.0,2.0,1,1,0,T.Bắc,Đ.Quang Trung,P.12,Q.Gò Vấp,2.15,170.6,bán nhà quận gò vấp - hẻm yên tĩnh 2m - nhà mới đẹp vào ở ngay,"Đ.Quang Trung, P.12, Q.Gò Vấp, Hồ Chí Minh",1,1,0,1,1.0
584,69778,13.5,27.0,4.05,3.9,,6.0,1.0,1.0,1,1,0,Đ.Bắc,Đ.Số 106,P.Tăng Nhơn Phú A,Q.9,2.15,159.2,"bán nhà mặt tiền, phường tăng nhơn phú a - quận 9","Đ.Số 106, P.Tăng Nhơn Phú A, Q.9, Hồ Chí Minh",1,1,1,1,1.0
587,353654,14.1,28.2,4.37,2.75,2.0,,1.0,1.0,2,0,0,Bắc,Đ.Cây Keo,P.Hiệp Tân,Q.Tân Phú,2.15,152.4,"bán nhà  quận tân phú, hẻm an ninh","Đ.Cây Keo, P.Hiệp Tân, Q.Tân Phú, Hồ Chí Minh",1,1,0,0,1.0
589,393001,29.5,29.5,6.08,4.99,3.0,,2.0,2.0,0,1,0,T.Bắc,Đ.Ấp Đông Lân,X.Bà Điểm,H.Hóc Môn,2.15,72.8,bán nhà riêng hẻm bà điểm hóc môn - gần chợ cây me,"Đ.Ấp Đông Lân, X.Bà Điểm, H.Hóc Môn, Hồ Chí Minh",1,1,0,0,1.0
591,414402,18.9,41.4,5.3,3.64,2.0,,2.0,1.0,1,0,0,,Đ.Liên khu 16-18,P.Bình Trị Đông,Q.Bình Tân,2.17,114.8,bán nhà hẻm xe ba gác phừng bình trị đông bình tân ,"Đ.Liên khu 16-18, P.Bình Trị Đông, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,1.0
592,237091,17.6,52.8,5.5,3.5,3.3,,2.0,2.0,2,0,0,Nam,Đ.Số 8B,P.Bình Hưng Hòa A,Q.Bình Tân,2.17,123.2,"bán nhà hẻm xe hơi thông 1/ p.bình hưng hòa a, quận bình tân","Đ.Số 8B, P.Bình Hưng Hòa A, Q.Bình Tân, Hồ Chí Minh",1,1,1,1,1.0
593,299022,23.0,17.7,5.46,4.03,1.5,,2.0,2.0,2,0,0,T.Nam,Đ.Lương Văn Can,P.15,Q.8,2.17,94.3,bán nhà riêng phường 15 quận 8 - sổ hồng riêng chính chủ,"Đ.Lương Văn Can, P.15, Q.8, Hồ Chí Minh",1,1,0,0,1.0
597,92872,18.2,36.4,5.2,3.6,2.0,8.0,1.0,2.0,1,0,0,T.Nam,Đ.Hưng Phú,P.10,Q.8,2.18,119.7,nhà nhỏ xinh phường 10 quận 8 - gần cầu nguyễn tri phương,"Đ.Hưng Phú, P.10, Q.8, Hồ Chí Minh",1,0,0,0,1.0
599,412878,23.1,34.7,7.0,3.3,2.2,,1.0,1.0,0,1,0,Đông,Đ.Lâm Hoành,P.An Lạc,Q.Bình Tân,2.19,94.8,bán nhà đẹp hẻm phường an lạc - quận bình tân,"Đ.Lâm Hoành, P.An Lạc, Q.Bình Tân, Hồ Chí Minh",1,1,0,0,1.0
600,385983,9.2,12.2,8.19,2.72,1.5,,2.0,1.0,0,1,0,T.Bắc,Đ.Dương Bá Trạc,P.1,Q.8,2.2,239.1,nhà 2 mặt hẻm phường 1 quận 8 - sổ hồng riêng chính chủ,"Đ.Dương Bá Trạc, P.1, Q.8, Hồ Chí Minh",0,0,0,0,1.0
603,412715,32.1,25.8,6.18,7.34,2.5,,2.0,1.0,0,0,0,T.Bắc,Đ.Đông Thạnh 3,X.Đông Thạnh,H.Hóc Môn,2.2,68.5,bán nhà riêng huyện hóc môn - hẻm ba gác 2.5m - nhà mới đẹp vào ở ngay - giáp ranh quận 12,"Đ.Đông Thạnh 3, X.Đông Thạnh, H.Hóc Môn, Hồ Chí Minh",1,1,0,1,1.0
604,379355,25.9,35.6,3.77,4.91,2.03,,1.0,1.0,1,0,0,Nam,Đ.Dương Bá Trạc,P.2,Q.8,2.2,84.9,bán nhà hẻm thông thoáng phường 2 quận 8 - sổ hồng riêng chính chủ,"Đ.Dương Bá Trạc, P.2, Q.8, Hồ Chí Minh",0,0,0,0,1.0
608,411263,10.8,41.1,4.74,2.95,1.75,,3.0,1.0,1,1,0,Nam,Đ.Nguyễn Văn Công,P.3,Q.Gò Vấp,2.2,203.7,"bán nhà riêng gò vấp- gần chợ, công viên và bệnh viện - nở hậu","Đ.Nguyễn Văn Công, P.3, Q.Gò Vấp, Hồ Chí Minh",1,1,1,0,1.0
610,192856,64.5,42.8,19.66,3.56,2.0,,2.0,1.0,0,0,0,Đ.Bắc,Đ.Ấp 3,X.Xuân Thới Sơn,H.Hóc Môn,2.2,34.1,bán nhà 64.5m2 xuân thới sơn hóc môn - hẻm xe ba gác 2m,"Đ.Ấp 3, X.Xuân Thới Sơn, H.Hóc Môn, Hồ Chí Minh",1,1,1,0,1.0
612,415669,27.6,42.8,8.3,3.35,2.5,,2.0,2.0,1,0,0,Đ.Bắc,Đ.Hoài Thanh,P.14,Q.8,2.2,79.7,bán nhà riêng quận 8 - căn góc. hẻm ba gác 2.5m thông - nhà trống giao ngay,"Đ.Hoài Thanh, P.14, Q.8, Hồ Chí Minh",1,1,0,0,1.0
620,318809,16.5,50.0,5.0,2.66,2.0,,2.0,2.0,2,0,0,Nam,Đ.Trần Xuân Soạn,P.Tân Hưng,Q.7,2.2,133.3,bán nhà hẻm phường tân hưng quận 7,"Đ.Trần Xuân Soạn, P.Tân Hưng, Q.7, Hồ Chí Minh",1,1,1,1,1.0
621,355934,16.9,27.0,6.31,3.31,2.52,,1.0,1.0,1,0,0,Tây,Đ.Bình Tiên,P.8,Q.6,2.2,130.1,nhà bán hẻm bình tiên p8 q6 - 3.31 x 6.31m - đúc 1 lầu,"Đ.Bình Tiên, P.8, Q.6, Hồ Chí Minh",0,0,0,0,1.0
622,49849,16.0,32.0,6.05,3.0,3.05,,1.0,2.0,1,0,0,Đ.Nam,Đ.Số 3,P.9,Q.Gò Vấp,2.2,137.5,"bán nhà hẻm quận gò vấp, sổ hồng chính chủ","Đ.Số 3, P.9, Q.Gò Vấp, Hồ Chí Minh",1,1,1,0,1.0
627,385331,10.4,20.8,3.3,3.3,2.2,,1.0,1.0,1,0,0,T.Bắc,Đ.Lý Thái Tổ,P.10,Q.10,2.2,211.5,bán nhà hẻm thông thoáng lý thái tổ - phường 10 quận 10.,"Đ.Lý Thái Tổ, P.10, Q.10, Hồ Chí Minh",0,0,0,0,1.0
636,403577,1479.7,4241.2,97.6,15.14,,6.0,81.0,81.0,4,1,1,Đ.Bắc,Đ.Trần Bình Trọng,P.1,Q.Gò Vấp,260.0,175.7,bán tòa nhà mặt tiền đường quận gò vấp - nhà mới đang cho thuê,"Đ.Trần Bình Trọng, P.1, Q.Gò Vấp, Hồ Chí Minh",0,0,0,0,1.0
638,318507,1500.0,1500.0,29.0,52.5,5.0,,8.0,10.0,3,0,0,Đông,Đ.Trường Chinh,P.14,Q.Tân Bình,250.0,166.6,"bán nhà có đất diện tích lớn 1500m2 trung tâm p14, quận tân bình","Đ.Trường Chinh, P.14, Q.Tân Bình, Hồ Chí Minh",1,1,0,0,1.0
639,262229,2403.2,2403.2,33.8,71.12,,12.0,,1.0,0,0,0,Nam,Đ.Hậu Giang,P.12,Q.6,240.32,100.0,bán nhà kho diện tích lớn mặt tiền đường vị trí sầm uất p12 q6 - 2403.2m2,"Đ.Hậu Giang, P.12, Q.6, Hồ Chí Minh",1,1,1,1,1.0
640,412856,1000.0,1000.0,52.77,21.66,,8.0,4.0,4.0,0,1,0,Nam,Đ.Nguyễn Văn Nghi,P.7,Q.Gò Vấp,200.0,200.0,bán nhà mặt tiền đường quận gò vấp - kinh doanh sầm uất,"Đ.Nguyễn Văn Nghi, P.7, Q.Gò Vấp, Hồ Chí Minh",0,0,0,0,1.0
642,329573,1584.3,1584.3,29.4,17.52,,6.0,1.0,1.0,0,0,0,T.Nam,Đ.Nguyễn Đình Chính,P.8,Q.Phú Nhuận,200.0,126.2,bán nhà mặt tiền quận phú nhuận phường 8,"Đ.Nguyễn Đình Chính, P.8, Q.Phú Nhuận, Hồ Chí Minh",1,0,1,0,1.0
648,234901,9548.6,1131.8,146.0,65.0,,6.0,10.0,12.0,2,0,0,Đ.Bắc,Đ.Long Thuận,P.Long Phước,Q.9,160.0,16.7,bán biệt thự sân vườn theo phong cách châu âu. tọa lạc ngay mặt tiền đường phường long phước quận 9.,"Đ.Long Thuận, P.Long Phước, Q.9, Hồ Chí Minh",1,1,1,1,1.0
650,99515,1612.98,1432.8,50.21,32.04,,6.25,20.0,20.0,2,0,0,Đ.Bắc,Đ.Einstein,P.Bình Thọ,Q.Thủ Đức,150.0,92.9,"chính chủ bán nhà mặt tiền đường kinh doanh tốt, phường bình thọ, quận thủ đức","Đ.Einstein, P.Bình Thọ, Q.Thủ Đức, Hồ Chí Minh",1,1,1,0,1.0
654,394139,895.5,553.2,50.46,26.83,,12.0,,5.0,0,0,0,T.Bắc,Đ.Nguyễn Thái Sơn,P.3,Q.Gò Vấp,126.0,140.7,bán nhà mặt tiền đường quận gò vấp.,"Đ.Nguyễn Thái Sơn, P.3, Q.Gò Vấp, Hồ Chí Minh",1,1,1,0,1.0
656,418557,600.0,600.0,,,,,4.0,5.0,0,0,0,,Đ.104 - BTT,P.Bình Trưng Tây,Q.2,120.0,200.0,bán căn hộ sky villa - tòa hawaii thuộc chung cư đảo kim cương (diamond island) quận 2,"Đ.104 - BTT, P.Bình Trưng Tây, Q.2, Hồ Chí Minh",0,0,0,0,1.0
658,329439,436.8,484.9,23.3,17.3,5.0,,4.0,4.0,1,0,0,Đ.Nam,Đ.Nguyễn Văn Trỗi,P.11,Q.Phú Nhuận,115.0,263.2,bán hai căn đôi hẻm xe hơi nhà nở hậu quận phú nhuận phường 11,"Đ.Nguyễn Văn Trỗi, P.11, Q.Phú Nhuận, Hồ Chí Minh",1,0,1,0,1.0
659,354051,227.3,628.15,34.0,7.36,,30.0,20.0,20.0,5,0,0,Đ.Nam,Đ.Ba Tháng Hai,P.12,Q.10,115.0,505.9,bán căn đôi mặt tiền kinh doanh đường ba tháng hai - phường 12 quận 10,"Đ.Ba Tháng Hai, P.12, Q.10, Hồ Chí Minh",0,0,0,0,1.0
660,345186,356.6,300.0,37.48,8.22,,15.0,3.0,3.0,1,0,0,T.Bắc,Đ.Xô Viết Nghệ Tĩnh,P.25,Q.Bình Thạnh,110.0,308.4,"bán nhà mặt tiền đường xô viết nghệ tĩnh, phường 25. khu vực đông đúc","Đ.Xô Viết Nghệ Tĩnh, P.25, Q.Bình Thạnh, Hồ Chí Minh",0,0,0,0,1.0
663,382555,453.7,784.5,48.0,6.63,,12.0,5.0,5.0,2,0,1,Đ.Nam,Đ.Lạc Long Quân,P.11,Q.Tân Bình,100.0,220.4,"bán 2 căn nhà phố, diện tích lớn, mặt tiền kinh doanh, p.11, tân bình - gần ngay ngã tư bảy hiền","Đ.Lạc Long Quân, P.11, Q.Tân Bình, Hồ Chí Minh",1,1,1,1,1.0
664,381077,603.1,650.85,50.6,20.0,,12.0,2.0,2.0,1,0,0,Đ.Nam,Đ.Thoại Ngọc Hầu,P.Phú Thạnh,Q.Tân Phú,99.9,165.6,bán nhà mặt tiền - quận tân phú- thuận tiện kinh doanh,"Đ.Thoại Ngọc Hầu, P.Phú Thạnh, Q.Tân Phú, Hồ Chí Minh",1,1,0,0,1.0
665,328051,87.6,473.8,20.95,4.2,,15.0,26.0,27.0,8,0,1,Đ.Nam,Đ.Nguyễn An Ninh,P.Bến Thành,Q.1,99.0,1.1,bán khách sạn mặt tiền phường bến thành quận 1- đang kinh doanh thu nhập cố định,"Đ.Nguyễn An Ninh, P.Bến Thành, Q.1, Hồ Chí Minh",1,1,1,0,1.0
666,304933,579.6,869.4,32.2,18.0,5.0,15.0,,1.0,0,1,0,T.Bắc,Đ.Lý Thường Kiệt,P.15,Q.11,98.0,169.0,"bán nhà mặt tiền đường nội bộ p.15, q.11 - gần bưu điện phú thọ","Đ.Lý Thường Kiệt, P.15, Q.11, Hồ Chí Minh",1,1,1,0,1.0
669,98483,557.3,274.1,44.79,11.33,8.0,4.0,4.0,2.0,0,0,0,Đ.Nam,Đ.Số 3,P.Bình An,Q.2,91.8,164.7,"bán nhà 1 trệt 1 lầu và đất xung quanh 557m2, nhà 2 mặt hẻm, hẻm xe hơi, có sân rộng rãi, phường bình an, tp thủ đức.","Đ.Số 3, P.Bình An, Q.2, Hồ Chí Minh",1,1,1,1,1.0
671,209203,823.6,631.6,88.1,9.94,,11.29,4.0,3.0,3,1,0,T.Bắc,Đ.Kha Vạn Cân,P.Linh Đông,Q.Thủ Đức,90.0,109.2,"bán nhà ngay chợ thủ đức. mặt tiền kinh doanh tốt, khu dân cư sầm uất","Đ.Kha Vạn Cân, P.Linh Đông, Q.Thủ Đức, Hồ Chí Minh",1,1,1,1,1.0
672,413581,689.5,1058.1,45.35,8.39,,15.0,8.0,10.0,2,0,1,Nam,Đ.Liên phường,P.Phước Long B,Q.9,90.0,130.5,"bán 2 căn nhà mặt tiền liền kề phường phước long b, thành phố thủ đức.","Đ.Liên phường, P.Phước Long B, Q.9, Hồ Chí Minh",1,1,0,0,1.0
674,154631,601.2,213.9,53.85,12.83,,14.0,2.0,2.0,0,0,0,Đ.Bắc,Đ.Nguyễn Thị Định,P.Thạnh Mỹ Lợi,Q.2,85.0,141.3,"bán nhà ngay mặt tiền đường chính của phường thạnh mỹ lợi, quận 2. tiện kinh doanh, buôn bán.","Đ.Nguyễn Thị Định, P.Thạnh Mỹ Lợi, Q.2, Hồ Chí Minh",1,1,1,1,1.0
675,301557,305.0,922.7,85.0,10.5,,15.0,30.0,30.0,0,0,0,Đ.Bắc,Đ.Nguyễn Xí,P.26,Q.Bình Thạnh,85.0,278.6,bán nhà mặt tiền nguyễn xí phường 26 bình thạnh,"Đ.Nguyễn Xí, P.26, Q.Bình Thạnh, Hồ Chí Minh",1,1,0,0,1.0
680,388177,333.0,1332.8,45.0,9.0,,15.0,58.0,58.0,3,0,0,T.Bắc,Đ.Phạm Hữu Lầu,P.Phú Mỹ,Q.7,80.0,240.2,"bán nhà mặt tiền đường phường phú mỹ quận 7 - nhà đang cho thuê, có thu nhập ổn định hàng tháng","Đ.Phạm Hữu Lầu, P.Phú Mỹ, Q.7, Hồ Chí Minh",1,1,1,1,1.0
681,413177,244.7,166.9,22.0,12.0,,30.0,1.0,1.0,0,0,0,Đ.Nam,Đ.Điện Biên Phủ,P.15,Q.Bình Thạnh,80.0,326.9,nhà nở hậu mặt tiền đường lớn đang cho thuê giá cao trung tâm quận bình thạnh,"Đ.Điện Biên Phủ, P.15, Q.Bình Thạnh, Hồ Chí Minh",0,0,0,0,1.0
682,278279,75.6,432.3,8.66,9.54,,20.0,6.0,6.0,5,0,1,T.Bắc,Đ.Nguyễn Đình Chiểu,P.2,Q.3,80.0,1.0,"bán nhà 2 mặt tiền đường phường 2, quận 3","Đ.Nguyễn Đình Chiểu, P.2, Q.3, Hồ Chí Minh",1,1,0,0,1.0
684,255009,396.0,1277.9,22.0,18.0,,15.0,33.0,35.0,3,0,0,Đ.Nam,Đ.Nơ Trang Long,P.13,Q.Bình Thạnh,80.0,202.0,bán nhà hàng đại nam hưng mặt tiền nơ trang long p13 quận bình thạnh .,"Đ.Nơ Trang Long, P.13, Q.Bình Thạnh, Hồ Chí Minh",1,1,0,0,1.0
686,349954,89.42,141.86,9.7,9.2,,20.0,,1.0,0,1,0,T.Nam,Đ.Lê Văn Hưu,P.Bến Nghé,Q.1,80.0,894.6,bán nhà mặt tiền đường phường bến nghé quận 1,"Đ.Lê Văn Hưu, P.Bến Nghé, Q.1, Hồ Chí Minh",1,1,1,0,1.0
687,403510,273.0,1500.0,25.2,10.43,,12.0,13.0,14.0,3,1,1,Đ.Nam,Đ.Thất Sơn,P.15,Q.10,79.9,292.6,"chính chủ bán nhà mặt tiền đường khu cư xá bắc hải- phường 15, quận 10","Đ.Thất Sơn, P.15, Q.10, Hồ Chí Minh",1,1,1,1,1.0
688,45361,84.9,492.6,10.85,8.14,,30.0,20.0,10.0,5,1,0,T.Bắc,Đ.Ba Tháng Hai,P.11,Q.10,78.0,918.7,"bán nhà mặt tiền đường lớn phường 11 quận 10, đang cho thuê 12000usd/tháng","Đ.Ba Tháng Hai, P.11, Q.10, Hồ Chí Minh",1,1,1,1,1.0
691,383601,252.2,176.8,24.88,8.61,,10.0,,3.0,1,0,0,Đ.Nam,Đ.Sư Thiện Chiếu,P.7,Q.3,75.0,297.3,bán nhà mặt tiền đường phường 7 quận 3 ,"Đ.Sư Thiện Chiếu, P.7, Q.3, Hồ Chí Minh",1,1,0,0,1.0
692,110315,301.9,1722.1,31.6,16.0,,14.0,84.0,85.0,5,1,0,Đ.Bắc,Đ.Số 81,P.Tân Quy,Q.7,75.0,248.4,"bán nhà quận 7 -  nhà khu dân cư an ninh dân trí cao, yên tĩnh.","Đ.Số 81, P.Tân Quy, Q.7, Hồ Chí Minh",1,1,1,1,1.0
693,417999,105.3,339.9,19.4,7.05,,20.0,4.0,4.0,2,1,0,Đ.Nam,Đ.Nguyễn Trãi,P.3,Q.5,75.0,712.2,"bán nhà riêng quận 5 - mặt tiền đường sầm uất - vị trí đẹp, thích hợp kinh doanh đa ngành nghề","Đ.Nguyễn Trãi, P.3, Q.5, Hồ Chí Minh",1,1,1,0,1.0
694,380142,669.1,646.3,36.0,18.5,,20.0,2.0,2.0,1,0,0,Bắc,Đ.Kênh Nước Đen,P.Bình Hưng Hòa A,Q.Bình Tân,74.9,111.9,"bán nhà góc 2 mặt tiền lớn, thông thoáng p. bình hưng hòa a","Đ.Kênh Nước Đen, P.Bình Hưng Hòa A, Q.Bình Tân, Hồ Chí Minh",1,1,0,0,1.0
695,166604,172.0,547.69,17.72,12.66,,13.0,8.0,7.0,3,0,0,Tây,Đ.Yên Thế,P.2,Q.Tân Bình,74.0,430.2,nhà mặt tiền quận tân bình,"Đ.Yên Thế, P.2, Q.Tân Bình, Hồ Chí Minh",1,1,0,0,1.0
696,409141,462.0,180.2,40.3,12.0,,12.0,,,0,0,0,T.Nam,Đ.Hoàng Hữu Nam,P.Long Thạnh Mỹ,Q.9,73.92,160.0,bán nhà diện tích lớn mặt tiền đường phường long thạnh mỹ quận 9,"Đ.Hoàng Hữu Nam, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",0,0,0,0,1.0
699,338448,1177.0,309.36,48.0,30.0,4.0,,6.0,6.0,1,0,0,Đ.Bắc,Đ.Số 12,P.Trường Thọ,Q.Thủ Đức,72.0,61.1,"chính chủ bán gấp căn biệt thự vườn, hẻm xe hơi, liền kề chung cư chương dương home, phường trường thọ, thành phố thủ đức","Đ.Số 12, P.Trường Thọ, Q.Thủ Đức, Hồ Chí Minh",1,1,1,1,1.0
700,417423,209.7,222.6,29.5,8.0,6.0,,7.0,3.0,1,0,1,T.Nam,Đ.Nguyễn Văn Trỗi,P.15,Q.Phú Nhuận,72.0,343.3,"bán nhà riêng quận phú nhuận - hẻm xe tải 6m thông - khu nhà cáo tầng, dân trí","Đ.Nguyễn Văn Trỗi, P.15, Q.Phú Nhuận, Hồ Chí Minh",1,1,1,0,1.0
701,419526,1494.4,1494.4,63.0,25.0,,30.0,12.0,13.0,0,0,0,Đ.Bắc,Đ.Lò Lu,P.Trường Thạnh,Q.9,72.0,48.1,bán biệt thự mini thành phố thủ đức - mặt tiền đường lớn,"Đ.Lò Lu, P.Trường Thạnh, Q.9, Hồ Chí Minh",0,0,0,0,1.0
704,380101,253.56,149.17,23.33,12.4,,13.5,,2.0,0,1,0,Tây,Đ.Ngô Quyền,P.8,Q.5,70.0,276.0,"bán nhà diện tích lớn ngang 12,40x 23.33m ngay phường 8 quận 5 - khu dân cư sầm uất kinh doanh thuận tiện","Đ.Ngô Quyền, P.8, Q.5, Hồ Chí Minh",1,1,1,1,1.0
707,66190,1151.8,1151.8,58.0,20.0,,16.0,2.0,2.0,0,0,0,T.Bắc,Đ.Lâm Viên,P.Long Thạnh Mỹ,Q.9,69.5,60.3,bán nhà riêng phường long thạnh mỹ quận 9 - sổ hồng riêng chính chủ,"Đ.Lâm Viên, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",0,0,1,0,1.0
708,323620,89.3,254.4,22.0,4.03,,12.0,6.0,7.0,3,0,1,T.Nam,Đ.Đề Thám,P.Phạm Ngũ Lão,Q.1,69.0,772.6,bán nhà mặt tiền nguyên căn phường phạm ngũ lão quận 1,"Đ.Đề Thám, P.Phạm Ngũ Lão, Q.1, Hồ Chí Minh",1,1,1,0,1.0
711,410662,421.9,499.2,25.0,17.0,,12.0,5.0,7.0,2,0,0,T.Bắc,Đ.Số 8,P.11,Q.6,68.0,161.1,bán nhà 2 mặt tiền đường nội bộ phường 11 quận 6,"Đ.Số 8, P.11, Q.6, Hồ Chí Minh",1,1,1,1,1.0
