,Mã tin,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Phòng ngủ,Phòng tắm,Lầu,Lửng,Tầng thượng,Hướng,Đường,Phường,Quận,Giá,Đơn giá gộp,Tiêu đề,Địa chỉ,"Gần chợ, siêu thị",Gần trường học,Di chuyển thuận tiện ra trung tâm,"Khu vực an ninh, yên tĩnh",phân loại
180,385631,45.43,45.43,,,,,2.0,1.0,0,0,0,,Đ.Lê Thị Riêng,P.Thới An,Q.12,1.65,36.3,bán căn hộ cao cấp 2 phòng ngủ sang trọng tại hado riverside - quận 12,"Đ.Lê Thị Riêng, P.Thới An, Q.12, Hồ Chí Minh",1,1,1,1,2.0
183,384637,59.0,59.0,,,,,1.0,1.0,0,0,0,Đông,Đ.DD2,P.Tân Hưng Thuận,Q.12,1.65,27.9,bán căn hộ 1 phòng ngủ sang trọng tại chung cư an sương - quận 12,"Đ.DD2, P.Tân Hưng Thuận, Q.12, Hồ Chí Minh",1,1,1,1,2.0
185,413186,55.0,55.0,,,,,1.0,1.0,0,0,0,,Đ.D31,P.Phước Long B,Q.9,1.65,30.0,căn hộ tầng trung phố đông - hoa sen apartment trung tâm thành phố thủ đức,"Đ.D31, P.Phước Long B, Q.9, Hồ Chí Minh",0,0,0,0,2.0
187,259520,28.0,28.0,,,,,1.0,1.0,0,0,0,,Đ.Hồng Hà,P.9,Q.Phú Nhuận,1.65,58.9,"chính chủ bán căn hộ orchard garden đang để trống, full nội thất","Đ.Hồng Hà, P.9, Q.Phú Nhuận, Hồ Chí Minh",0,0,0,0,2.0
188,60439,39.02,39.02,,,,,1.0,1.0,0,0,0,Đ.Bắc,Đ.Số 7,P.An Lạc A,Q.Bình Tân,1.65,42.2,bán căn hộ officetel chung cư moonlight park view quận bình tân,"Đ.Số 7, P.An Lạc A, Q.Bình Tân, Hồ Chí Minh",1,1,1,1,2.0
189,382163,49.0,49.0,,,,,2.0,2.0,0,0,0,Đ.Bắc,Đ.Nguyễn Văn Linh,X.Phong Phú,H.Bình Chánh,1.65,33.6,bán căn hộ cao cấp 2pn tại chung cư saigon intela - bình chánh.,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",1,0,1,1,2.0
190,297824,54.88,54.88,,,,,2.0,2.0,0,0,0,T.Nam,Đ.Cây Keo,P.Tam Phú,Q.Thủ Đức,1.65,30.0,"bán gấp căn hộ 2 phòng ngủ, thuộc chung cư đạt gia phường tam phú, quận thủ đức","Đ.Cây Keo, P.Tam Phú, Q.Thủ Đức, Hồ Chí Minh",1,1,1,1,2.0
191,418571,56.0,56.0,,,,,1.0,1.0,0,0,0,,Đ.Số 34,P.Bình Trị Đông B,Q.Bình Tân,1.65,29.4,bán căn hộ chung cư full house quận bình tân - đối diên aeon mall bình tân.,"Đ.Số 34, P.Bình Trị Đông B, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
192,397158,51.54,51.54,,,,,2.0,2.0,0,0,0,,Đ.Nguyễn Văn Linh,X.Phong Phú,H.Bình Chánh,1.65,32.0,bán căn hộ cao cấp tại chung cư saigon intela - bình chánh,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",0,0,0,0,2.0
193,382160,49.0,49.0,,,,,2.0,2.0,0,0,0,Đ.Bắc,Đ.Nguyễn Văn Linh,X.Phong Phú,H.Bình Chánh,1.65,33.6,bán căn hộ cao cấp 2pn tại chung cư saigon intela - bình chánh.,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",1,1,1,1,2.0
194,404550,47.9,47.9,,,,,2.0,1.0,0,0,0,,Đ.Số 3,P.Bình Hưng Hòa B,Q.Bình Tân,1.65,34.4,"bán căn hộ chung cư green town - view đẹp phường bình hưng hòa b, bình tân ","Đ.Số 3, P.Bình Hưng Hòa B, Q.Bình Tân, Hồ Chí Minh",1,1,1,0,2.0
197,165896,62.0,62.0,,,,,2.0,2.0,0,0,0,,Đ.3A,P.Tân Tạo A,Q.Bình Tân,1.65,26.6,bán chung cư nhất lan 3 tân tạo a- bình tân,"Đ.3A, P.Tân Tạo A, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
200,412513,49.95,49.95,,,,,1.0,2.0,0,0,0,,Đ.Nguyễn Văn Linh,X.Phong Phú,H.Bình Chánh,1.65,33.0,"bán căn hộ cao cấp chung cư sài gòn intela ngay xã phong phú, huyện bình chánh","Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",0,0,0,0,2.0
201,419735,48.2,48.2,,,,,2.0,1.0,0,0,0,,Đ.Số 17A,P.Bình Trị Đông B,Q.Bình Tân,1.66,34.4,bán căn hộ chung cư hai thành quận bình tân ,"Đ.Số 17A, P.Bình Trị Đông B, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
202,365882,48.2,48.2,,,,,2.0,2.0,0,0,0,Tây,Đ.Số 17A,P.Bình Trị Đông B,Q.Bình Tân,1.67,34.6,bán căn hộ chung cư hai thành quận bình tân,"Đ.Số 17A, P.Bình Trị Đông B, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
203,215643,66.0,66.0,,,,,2.0,2.0,0,0,0,Đông,Đ.QL1A Xa Lộ Đại Hàn,P.Tân Tạo,Q.Bình Tân,1.67,25.3,bán căn hộ an gia star quận bình tân,"Đ.QL1A Xa Lộ Đại Hàn, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
204,375709,65.0,65.0,,,,,2.0,1.0,0,0,0,,Đ.Nam Hòa,P.Phước Long A,Q.9,1.68,25.8,bán căn hộ cao ốc xanh (green building) ở thành phố thủ đức,"Đ.Nam Hòa, P.Phước Long A, Q.9, Hồ Chí Minh",0,0,0,0,2.0
205,251201,85.0,85.0,,,,,2.0,2.0,0,0,0,Đ.Nam,Đ.Ba Tơ,P.7,Q.8,1.68,19.7,bán căn hộ chung cư c1 phường 7 quận 8 - tầng cao thoáng mát,"Đ.Ba Tơ, P.7, Q.8, Hồ Chí Minh",1,1,0,1,2.0
207,414962,42.1,42.1,,,,,1.0,1.0,0,0,0,T.Bắc,Đ.Phan Văn Trị,P.11,Q.Bình Thạnh,1.68,39.9,"bán căn hộ chung cư 234 phan văn trị, p. 11, q. bình thạnh","Đ.Phan Văn Trị, P.11, Q.Bình Thạnh, Hồ Chí Minh",0,0,0,0,2.0
208,413243,44.3,44.3,,,,,1.0,1.0,0,0,0,,Đ.Bùi Minh Trực,P.5,Q.8,1.69,38.1,bán căn hộ chung cư iii bùi minh trực phường 5 quận 8 - diện tích : 44.3m2,"Đ.Bùi Minh Trực, P.5, Q.8, Hồ Chí Minh",1,1,1,1,2.0
209,408311,80.0,80.0,,,,,2.0,1.0,0,0,0,Tây,Đ.Phạm Thế Hiển,P.7,Q.8,1.69,21.1,bán căn hộ quận 8 - chung cư phú lợi - đã có sổ hồng - view thoáng,"Đ.Phạm Thế Hiển, P.7, Q.8, Hồ Chí Minh",1,1,0,0,2.0
211,392516,45.0,45.0,,,,,1.0,1.0,0,0,0,,Đ.Bùi Minh Trực,P.5,Q.8,1.69,37.5,bán căn hộ 1 phòng ngủ 45m2 chung cư iii bùi minh trực phường 5 quận 8 ,"Đ.Bùi Minh Trực, P.5, Q.8, Hồ Chí Minh",1,1,1,1,2.0
213,406889,39.0,39.0,,,,,1.0,1.0,0,0,0,Bắc,Đ.D1,P.Tân Hưng,Q.7,1.7,43.5,bán căn hộ officetel chung cư florita - phường tân hưng - quận 7 - tầng thấp,"Đ.D1, P.Tân Hưng, Q.7, Hồ Chí Minh",1,1,0,0,2.0
215,346773,36.28,36.28,,,,,1.0,1.0,0,0,0,Bắc,Đ.Trần Hưng Đạo,P.10,Q.5,1.7,46.8,bán căn hộ chung cư cũ trần hưng đạo quận 5,"Đ.Trần Hưng Đạo, P.10, Q.5, Hồ Chí Minh",0,0,0,0,2.0
216,301433,42.0,42.0,,,,,1.0,1.0,0,0,0,Đ.Bắc,Đ.Gò Công,P.13,Q.5,1.7,40.4,bán căn hộ tập thể cư xá gò công quận 5,"Đ.Gò Công, P.13, Q.5, Hồ Chí Minh",0,0,0,0,2.0
217,275199,50.6,50.6,,,,,2.0,1.0,0,0,0,,Đ.Lạc Long Quân,P.5,Q.11,1.7,33.5,"bán căn hộ chung cư lạc long quân quận 11 tầng 4, dt: 51m2, 2 phòng ngủ","Đ.Lạc Long Quân, P.5, Q.11, Hồ Chí Minh",1,0,1,0,2.0
218,397757,83.28,83.28,,,,,2.0,2.0,0,0,0,,Đ.Ba Tơ,P.7,Q.8,1.7,20.4,"bán căn hộ 2 phòng ngủ 83,28m2 chung cư c2 đường ba tơ phường 7 quận 8","Đ.Ba Tơ, P.7, Q.8, Hồ Chí Minh",1,1,1,1,2.0
225,407843,54.4,54.4,,,,,2.0,1.0,0,0,0,,Đ.Nguyễn Cửu Phú,P.Tân Tạo A,Q.Bình Tân,1.7,31.2,"bán căn hộ chung cư tecco town p. tân tạo a, bình tân - căn hộ tầng cao thông thoáng","Đ.Nguyễn Cửu Phú, P.Tân Tạo A, Q.Bình Tân, Hồ Chí Minh",1,1,0,0,2.0
231,386111,46.7,46.7,,,,,1.0,1.0,0,0,0,,Đ.Tô Hiệu,P.Hiệp Tân,Q.Tân Phú,1.7,36.4,bán căn góc 1 phòng ngủ chung cư 8x đầm sen quận tân phú,"Đ.Tô Hiệu, P.Hiệp Tân, Q.Tân Phú, Hồ Chí Minh",1,1,1,0,2.0
232,398213,35.0,35.0,,,,,1.0,1.0,0,0,0,,Đ.Tạ Quang Bửu,P.6,Q.8,1.7,48.5,bán căn hộ officetel chung cư the pegasuite phường 6 quận 8 - view quận 1,"Đ.Tạ Quang Bửu, P.6, Q.8, Hồ Chí Minh",1,1,0,0,2.0
234,405263,32.0,32.0,,,,,,1.0,0,0,0,,Đ.Mai Chí Thọ,P.An Phú,Q.2,1.7,53.1,bán căn hộ officetel tầng thấp lexington residence quận 2 mới đẹp,"Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh",0,0,0,0,2.0
235,267186,28.0,28.0,,,,,1.0,1.0,0,0,0,Nam,Đ.Nguyễn Xiển,P.Long Bình,Q.9,1.7,60.7,bán căn studio dự án vinhomes grand park phân khu origami phường long bình quận 9.,"Đ.Nguyễn Xiển, P.Long Bình, Q.9, Hồ Chí Minh",1,1,0,0,2.0
237,383040,57.0,57.0,,,,,2.0,1.0,0,0,0,T.Bắc,Đ.C4,P.Tây Thạnh,Q.Tân Phú,1.7,29.8,bán căn hộ 2pn chung cư tây thạnh lô d quận tân phú - sổ hồng chính chủ,"Đ.C4, P.Tây Thạnh, Q.Tân Phú, Hồ Chí Minh",1,1,1,0,2.0
238,401451,55.0,55.0,,,,,2.0,1.0,0,0,0,,Đ.Vườn Lài,P.Phú Thọ Hòa,Q.Tân Phú,1.7,30.9,bán căn hộ chung cư vườn lài  quận tân phú - gần trung tâm y tế quận tân phú,"Đ.Vườn Lài, P.Phú Thọ Hòa, Q.Tân Phú, Hồ Chí Minh",0,0,0,0,2.0
240,388831,65.0,65.0,,,,,1.0,1.0,0,0,0,Đông,Đ.Chu Văn An,P.2,Q.6,1.7,26.1,bán căn hộ chung cư đường chu văn an quận 6 - lầu 5,"Đ.Chu Văn An, P.2, Q.6, Hồ Chí Minh",1,1,1,0,2.0
241,395221,44.0,44.0,,,,,2.0,1.0,0,0,0,,Đ.Số 15,P.Tân Quy,Q.7,1.7,38.6,"bán căn hộ chung cư tân quy, 2 phòng ngủ , 1 wc, quận 7","Đ.Số 15, P.Tân Quy, Q.7, Hồ Chí Minh",0,0,0,0,2.0
244,413903,53.39,53.39,,,,,2.0,1.0,0,0,0,,Đ.số 23,P.Hiệp Bình Chánh,Q.Thủ Đức,1.7,31.8,"bán căn hộ 2 phòng ngủ chung cư hiệp bình chánh, quận thủ đức","Đ.số 23, P.Hiệp Bình Chánh, Q.Thủ Đức, Hồ Chí Minh",0,0,0,0,2.0
246,405526,66.5,66.5,,,,,2.0,2.0,0,0,0,,Đ.Nguyễn Văn Linh,X.Phong Phú,H.Bình Chánh,1.7,25.5,"chính chủ cần bán căn hộ chung cư conic- đình khiêm, sổ hồng chính chủ","Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",0,0,0,0,2.0
247,278124,32.64,32.64,,,,,1.0,1.0,0,0,0,Đ.Nam,Đ.Mai Chí Thọ,P.An Phú,Q.2,1.71,52.3,"cần bán căn officetel, nội thất trang bị đầy đủ, chung cư the sun avenue, quận 2.","Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh",1,1,1,1,2.0
248,377565,64.5,64.5,,,,,2.0,2.0,0,0,0,Đ.Bắc,Đ.Số 5,P.Bình Hưng Hòa,Q.Bình Tân,1.73,26.8,bán căn hộ 2 phòng ngủ chung cư gia phú quận bình tân,"Đ.Số 5, P.Bình Hưng Hòa, Q.Bình Tân, Hồ Chí Minh",1,1,1,0,2.0
249,277834,56.0,56.0,,,,,1.0,1.0,0,0,0,Tây,Đ.Phạm Đức Sơn,P.16,Q.8,1.73,30.8,bán căn hộ chung cư heaven riverview (mỹ phúc) phường 16 - quận 8,"Đ.Phạm Đức Sơn, P.16, Q.8, Hồ Chí Minh",1,1,1,1,2.0
251,415642,67.5,67.5,,,,,2.0,1.0,0,0,0,Bắc,Đ.An Dương Vương,P.An Lạc,Q.Bình Tân,1.73,25.6,bán căn hộ chung cư lê thành phường an lạc - quận bình tân,"Đ.An Dương Vương, P.An Lạc, Q.Bình Tân, Hồ Chí Minh",1,1,0,0,2.0
252,413311,84.6,84.6,,,,,2.0,2.0,0,0,0,,Đ.Lộ Tẻ,P.Tân Tạo,Q.Bình Tân,1.73,20.4,bán căn hộ chung cư vĩnh tường phường tân tạo a quận bình tân,"Đ.Lộ Tẻ, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
253,346371,64.13,64.13,7.96,8.57,,,2.0,1.0,0,0,0,T.Bắc,Đ.QL1A Xa Lộ Đại Hàn,P.Tân Tạo,Q.Bình Tân,1.75,27.2,"bán căn hộ 2 phòng ngủ cực đẹp, mới 100% - chung cư tân mai, bình tân.","Đ.QL1A Xa Lộ Đại Hàn, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh",1,1,1,0,2.0
255,268305,65.0,65.0,,,,,2.0,2.0,0,0,0,Đ.Bắc,Đ.Đồng Văn Cống,P.Thạnh Mỹ Lợi,Q.2,1.75,26.9,"cần bán căn hộ 2 phòng ngủ, chung cư thạnh mỹ lợi, phường thạnh mỹ lợi, quận 2.","Đ.Đồng Văn Cống, P.Thạnh Mỹ Lợi, Q.2, Hồ Chí Minh",1,1,1,1,2.0
259,405689,46.1,46.1,,,,,2.0,1.0,0,0,0,Đông,Đ.Liên phường,P.Phú Hữu,Q.9,1.75,37.9," bán căn hộ 2 phòng ngủ, chung cư sky 9 apartments - phường phú hữu, quận 9, full nội thất, hướng đông","Đ.Liên phường, P.Phú Hữu, Q.9, Hồ Chí Minh",0,0,0,0,2.0
261,383259,51.0,51.0,,,,,2.0,1.0,0,0,0,T.Bắc,Đ.Khu dân cư Cát Lái,P.Cát Lái,Q.2,1.75,34.3,"bán căn hộ 2 phòng ngủ dự án citi home phường cát lái, quận 2-full nội thất, đã có sổ","Đ.Khu dân cư Cát Lái, P.Cát Lái, Q.2, Hồ Chí Minh",1,1,0,0,2.0
265,371377,52.0,52.0,,,,,1.0,1.0,0,0,0,,Đ.số 19,X.Phong Phú,H.Bình Chánh,1.75,33.6,"bán căn hộ chung cư lovera vista khu dân cư phong phú 4, xã phong phú, huyện bình chánh.","Đ.số 19, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",0,0,0,0,2.0
266,387236,54.0,54.0,,,,,1.0,1.0,0,0,0,,Đ.số 19,X.Phong Phú,H.Bình Chánh,1.75,32.4,bán căn hộ cao cấp 1pn tại chung cư lovera vista - bình chánh.,"Đ.số 19, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",1,1,1,1,2.0
267,254666,35.63,35.63,,,,,1.0,1.0,0,0,0,T.Nam,Đ.Mai Chí Thọ,P.An Phú,Q.2,1.75,49.1,"bán căn officetel chung cư the sun avenue, phường an phú, quận 2.","Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh",1,1,1,1,2.0
268,320892,59.7,59.7,,,,,2.0,1.0,0,0,0,Bắc,Đ.số 35 - CL,P.Cát Lái,Q.2,1.75,29.3,"cần bán căn hộ chung cư citi home cát lái, 2 phòng ngủ 1wc, tầng thấp, đầy đủ nội thất.","Đ.số 35 - CL, P.Cát Lái, Q.2, Hồ Chí Minh",0,0,1,1,2.0
270,351498,63.14,63.14,7.96,8.47,,,2.0,1.0,0,0,0,T.Bắc,Đ.QL1A Xa Lộ Đại Hàn,P.Tân Tạo,Q.Bình Tân,1.76,27.8,"bán căn hộ 2 phòng ngủ, căn góc chung cư tân mai, bình tân.","Đ.QL1A Xa Lộ Đại Hàn, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh",1,1,1,0,2.0
271,150268,34.93,34.93,,,,,1.0,1.0,0,0,0,T.Bắc,Đ.Mai Chí Thọ,P.An Phú,Q.2,1.78,50.9,"chính chủ bán căn hộ officetel nội thất cơ bản, chung cư lexington residence, phường an phú, quận 2.","Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh",1,1,1,1,2.0
272,375338,43.2,43.2,,,,,1.0,1.0,0,0,0,,Đ.Hồng Lạc,P.10,Q.Tân Bình,1.78,41.2,"chính chủ cần bán căn hộ chung cư bàu cát ii, đã có sổ hồng","Đ.Hồng Lạc, P.10, Q.Tân Bình, Hồ Chí Minh",0,0,0,0,2.0
273,329462,46.5,46.5,,,,,2.0,1.0,0,0,0,T.Nam,Đ.Đoàn Văn Bơ,P.12,Q.4,1.78,38.2,"bán căn hộ chung cư đoàn văn bơ, quận 4","Đ.Đoàn Văn Bơ, P.12, Q.4, Hồ Chí Minh",1,1,1,0,2.0
277,417045,34.9,34.9,,,,,1.0,1.0,0,0,0,Tây,Đ.Trần Bình Trọng,P.1,Q.5,1.8,51.5,bán căn hộ quận 5 - chung cư chợ quán - đã có sổ hồng - tầng cao view thoáng,"Đ.Trần Bình Trọng, P.1, Q.5, Hồ Chí Minh",1,1,1,1,2.0
279,368150,38.7,38.7,,,,,1.0,1.0,0,0,0,,Đ.Phạm Văn Đồng,P.13,Q.Bình Thạnh,1.8,46.5,bán căn hộ tầng thấp chung cư 548 phạm văn đồng,"Đ.Phạm Văn Đồng, P.13, Q.Bình Thạnh, Hồ Chí Minh",0,0,0,0,2.0
291,412506,65.0,65.0,,,,,2.0,2.0,0,0,0,,Đ.Thoại Ngọc Hầu,P.Hòa Thạnh,Q.Tân Phú,1.8,27.6,"bán căn hộ tầng cao chung cư sài gòn town ngay phường hòa thạnh, tân phú","Đ.Thoại Ngọc Hầu, P.Hòa Thạnh, Q.Tân Phú, Hồ Chí Minh",0,0,0,0,2.0
293,410233,58.75,58.75,,,,,2.0,1.0,0,0,0,Nam,Đ.Phạm Đức Sơn,P.16,Q.8,1.8,30.6,bán căn hộ chung cư heaven riverview (mỹ phúc) phường 16 - quận 8 ,"Đ.Phạm Đức Sơn, P.16, Q.8, Hồ Chí Minh",0,0,0,0,2.0
294,247675,46.61,46.61,,,,,2.0,2.0,0,0,0,,Đ.Nguyễn Chí Thanh,P.6,Q.10,1.8,38.6,bán căn hộ chung cư tập thể - tầng 3 - sổ hồng riêng chính chủ,"Đ.Nguyễn Chí Thanh, P.6, Q.10, Hồ Chí Minh",0,0,0,0,2.0
295,410051,51.9,51.9,,,,,2.0,1.0,0,0,0,,Đ.Trương Vĩnh Ký,P.Tân Sơn Nhì,Q.Tân Phú,1.8,34.6,căn hộ tầng thấp chung cư gò dầu 2 trung tâm quận tân phú,"Đ.Trương Vĩnh Ký, P.Tân Sơn Nhì, Q.Tân Phú, Hồ Chí Minh",0,0,0,0,2.0
296,411331,71.74,71.74,,,,,2.0,1.0,0,0,0,,Đ.Võ Công Tồn,P.Tân Quý,Q.Tân Phú,1.8,25.0,căn hộ chung cư nhiêu lộc c phường tân quý quận tân phú,"Đ.Võ Công Tồn, P.Tân Quý, Q.Tân Phú, Hồ Chí Minh",0,0,0,0,2.0
297,401617,44.3,44.3,,,,,1.0,1.0,0,0,0,,Đ.Bùi Minh Trực,P.5,Q.8,1.8,40.6,bán căn hộ chung cư bùi minh trực phường 5 - quận 8 ,"Đ.Bùi Minh Trực, P.5, Q.8, Hồ Chí Minh",1,1,0,0,2.0
298,413398,63.2,63.2,,,,,2.0,2.0,0,0,0,Bắc,Đ.Hồ Học Lãm,P.An Lạc,Q.Bình Tân,1.8,28.4,bán căn hộ chung cư ehome 3 quận bình tân- gần trường học và siêu thị,"Đ.Hồ Học Lãm, P.An Lạc, Q.Bình Tân, Hồ Chí Minh",1,1,1,0,2.0
299,222341,56.7,56.7,,,,,1.0,1.0,0,0,0,,Đ.Số 7,P.Tân Thuận Đông,Q.7,1.8,31.7,"bán căn hộ 56.7m2 1pn tầng áp mái chung cư an hòa 7 có tháng máy, quận 7","Đ.Số 7, P.Tân Thuận Đông, Q.7, Hồ Chí Minh",1,1,1,1,2.0
301,412344,65.3,65.3,,,,,2.0,1.0,0,0,0,,Đ.Cao Lỗ,P.4,Q.8,1.8,27.5,bán căn hộ 2 phòng ngủ chung cư đồng diều phường 4 quận 8,"Đ.Cao Lỗ, P.4, Q.8, Hồ Chí Minh",1,1,1,1,2.0
302,115677,71.2,71.2,,,,,2.0,2.0,0,0,0,,Đ.Số 57,P.Tân Tạo,Q.Bình Tân,1.8,25.2,bán căn hộ nhất lan p. tân tạo- bình tân,"Đ.Số 57, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
307,409223,63.5,63.5,,,,,2.0,1.0,0,0,0,,Đ.Nam Hòa,P.Phước Long A,Q.9,1.8,28.3,bán căn hộ đầy đủ nội thất green buiding quận 9 - trung tâm thành phố thủ đức,"Đ.Nam Hòa, P.Phước Long A, Q.9, Hồ Chí Minh",0,0,0,0,2.0
308,419562,28.2,28.2,,,,,1.0,1.0,0,0,0,,Đ.Xuân Thủy,P.Thảo Điền,Q.2,1.8,63.8,bán căn hộ quận 2 - chung cư 64 xuân thủy - đã có sổ hồng - view thoáng mát,"Đ.Xuân Thủy, P.Thảo Điền, Q.2, Hồ Chí Minh",1,1,1,1,2.0
311,367062,27.2,27.2,,,,,1.0,1.0,0,0,0,,Đ.Tân Vĩnh,P.6,Q.4,1.8,66.1,"bán căn hộ 27,2m2 1 phòng ngủ chung cư phường 6 quận 4","Đ.Tân Vĩnh, P.6, Q.4, Hồ Chí Minh",1,1,1,1,2.0
312,402351,42.23,42.23,,,,,2.0,1.0,0,0,0,Tây,Đ.Phạm Vấn,P.Phú Thọ Hòa,Q.Tân Phú,1.8,42.6,bán căn hộ 2 phòng ngủ phường phú thọ hòa quận tân phú,"Đ.Phạm Vấn, P.Phú Thọ Hòa, Q.Tân Phú, Hồ Chí Minh",1,1,1,1,2.0
313,359165,44.82,44.82,,,,,1.0,1.0,0,0,0,Tây,Đ.Nguyễn Duy Trinh,P.Bình Trưng Tây,Q.2,1.8,40.1,"bán căn hộ officetel duplex 1 phòng ngủ, có lửng, chung cư la astoria 3, phường bình trưng tây, quận 2 ","Đ.Nguyễn Duy Trinh, P.Bình Trưng Tây, Q.2, Hồ Chí Minh",1,1,1,1,2.0
315,241639,60.12,60.12,,,,,3.0,2.0,0,0,0,Đ.Nam,Đ.Phan Văn Hớn,P.Tân Thới Nhất,Q.12,1.8,29.9,bán căn góc ở chung cư topaz home quận 12 - diện tích 60.12m2,"Đ.Phan Văn Hớn, P.Tân Thới Nhất, Q.12, Hồ Chí Minh",1,0,1,1,2.0
316,313032,34.69,34.69,,,,,1.0,1.0,0,0,0,T.Bắc,Đ.Mai Chí Thọ,P.An Phú,Q.2,1.8,51.8,bán căn hộ officetel chung cư the sun avenue quận 2,"Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh",1,1,1,1,2.0
317,320975,34.68,34.68,,,,,1.0,1.0,0,0,0,T.Bắc,Đ.Mai Chí Thọ,P.An Phú,Q.2,1.8,51.9,"cần bán căn officetel, chung cư the sun avenue, quận 2","Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh",1,1,1,1,2.0
318,398627,35.0,35.0,,,,,2.0,1.0,0,0,0,,Đ.Huỳnh Tấn Phát,P.Phú Thuận,Q.7,1.8,51.4,bán căn hộ officetel chung cư d- vela huỳnh tấn phát quận 7 - căn hộ đầy đủ nội thất,"Đ.Huỳnh Tấn Phát, P.Phú Thuận, Q.7, Hồ Chí Minh",1,1,0,0,2.0
319,402796,63.7,63.7,8.0,7.8,,,2.0,2.0,0,0,0,Đ.Nam,Đ.D31,P.Phước Long B,Q.9,1.82,28.5,bán căn hộ 2 phòng ngủ chung cư phố đông - hoa sen apartment phường phước long b quận 9 ,"Đ.D31, P.Phước Long B, Q.9, Hồ Chí Minh",0,0,0,0,2.0
320,391189,55.0,55.0,,,,,2.0,1.0,0,0,0,Đông,Đ.Phạm Đức Sơn,P.16,Q.8,1.82,33.0,bán căn hộ 2 phòng ngủ 55m2 chung cư heaven riverview (mỹ phúc) phường 16 - quận 8 ,"Đ.Phạm Đức Sơn, P.16, Q.8, Hồ Chí Minh",1,1,1,1,2.0
321,404365,70.8,70.8,,,,,1.0,1.0,0,0,0,,Đ.Kinh Dương Vương,P.13,Q.6,1.82,25.7,"bán căn hộ chung cư 78 kinh dương vương, phường 13, quận 6","Đ.Kinh Dương Vương, P.13, Q.6, Hồ Chí Minh",1,1,0,0,2.0
322,407942,65.3,65.3,,,,,2.0,1.0,0,0,0,Đông,Đ.Tạ Quang Bửu,P.4,Q.8,1.82,27.8,"bán căn hộ chung cư investo đồng diều, 2pn, p. 4, q. 8 - gần ngay chợ tạ quang bửu","Đ.Tạ Quang Bửu, P.4, Q.8, Hồ Chí Minh",0,0,0,0,2.0
324,326780,69.5,69.5,,,,,2.0,2.0,0,0,0,T.Nam,Đ.Nguyễn Văn Linh,X.Phong Phú,H.Bình Chánh,1.84,26.4,bán căn hộ chung cư conic skyway residence tầng cao xã phong phú huyện bình chánh - sổ hồng riêng chính chủ,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",0,0,1,1,2.0
325,402065,63.2,63.2,,,,,2.0,2.0,0,0,0,Đ.Nam,Đ.Phạm Văn Chiêu,P.14,Q.Gò Vấp,1.85,29.2,"bán căn hộ thiết kế sang trọng i-home quận gò vấp - view đẹp , thoáng mát","Đ.Phạm Văn Chiêu, P.14, Q.Gò Vấp, Hồ Chí Minh",1,1,0,0,2.0
326,336616,72.4,72.4,,,,,2.0,2.0,0,0,0,,Đ.Số 54,P.Tân Tạo,Q.Bình Tân,1.85,25.5,"cần bán căn hộ cao cấp nhất lan 2, tầng cao, nhiều tiện ích","Đ.Số 54, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
327,411360,35.58,35.58,,,,,,1.0,0,0,0,,Đ.Nguyễn Hữu Cảnh,P.22,Q.Bình Thạnh,1.85,51.9,bán căn hộ officetel quận bình thạnh - chung cư the manor - tầng cao view đẹp,"Đ.Nguyễn Hữu Cảnh, P.22, Q.Bình Thạnh, Hồ Chí Minh",1,1,1,0,2.0
