,Mã tin,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Phòng ngủ,Phòng tắm,Lầu,Lửng,Tầng thượng,Hướng,Đường,Phường,Quận,Giá,Đơn giá gộp,Tiêu đề,Địa chỉ,"Gần chợ, siêu thị",Gần trường học,Di chuyển thuận tiện ra trung tâm,"Khu vực an ninh, yên tĩnh",phân loại
751,411034,1079.5,60.6,25.28,19.11,6.0,,,,0,0,0,Đ.Bắc,Đ.DD5,P.Tân Hưng Thuận,Q.12,52.0,48.1,bán đất nền quận 12- gần chợ và trường học,"Đ.DD5, P.Tân Hưng Thuận, Q.12, Hồ Chí Minh",1,1,1,0,3.0
755,417737,972.7,972.7,27.0,34.65,6.0,,,,0,0,0,T.Bắc,Đ.Ngô Chí Quốc,P.Bình Chiểu,Q.Thủ Đức,52.0,53.4,bán nhà xưởng diện tích lớn - thuận tiện kinh doanh ngay - gần cầu vượt gò dưa quận thủ đức,"Đ.Ngô Chí Quốc, P.Bình Chiểu, Q.Thủ Đức, Hồ Chí Minh",0,0,0,0,3.0
756,266896,210.8,,25.56,9.4,5.0,,,,0,0,0,T.Bắc,Đ.Âu Cơ,P.14,Q.11,51.2,242.8,bán hai lô đất nền liền kề phường 14 quận 11 - sổ hồng chính chủ,"Đ.Âu Cơ, P.14, Q.11, Hồ Chí Minh",1,1,1,1,3.0
757,306987,300.0,,16.72,16.17,8.0,,,,0,0,0,Đ.Bắc,Đại Lộ Vòng Cung,P.Bình An,Q.2,51.0,170.0,"bán một phần lô đất vuông vức, gần khu biệt thự lan anh, phường bình an, quận 2.","Đại Lộ Vòng Cung, P.Bình An, Q.2, Hồ Chí Minh",0,0,1,1,3.0
759,222316,656.4,,62.52,13.33,,25.5,,,0,0,0,T.Bắc,Đ.Quốc lộ 1K,P.Linh Xuân,Q.Thủ Đức,51.0,77.6,"bán lô đất mặt tiền đường quốc lộ 1k, phường linh xuân, quận thủ đức.","Đ.Quốc lộ 1K, P.Linh Xuân, Q.Thủ Đức, Hồ Chí Minh",1,1,1,1,3.0
762,272957,4494.0,,99.0,45.4,,24.0,,,0,0,0,Nam,Đ.Nguyễn Hữu Trí,X.Tân Túc,H.Bình Chánh,50.0,11.1,bán đất nền mặt tiền đường gần cầu tân tạo chợ đệm xã tân túc huyện bình chánh,"Đ.Nguyễn Hữu Trí, X.Tân Túc, H.Bình Chánh, Hồ Chí Minh",0,0,1,1,3.0
763,340480,1403.5,1403.5,88.14,17.64,,10.0,6.0,5.0,0,0,0,Đ.Bắc,Đ.Võ Thị Liễu,P.An Phú Đông,Q.12,50.0,35.6,bán xưởng 1000m2 và nhà cấp 4 quận 12 - mặt tiền đường nhựa - cách 500m tới công an phường an phú đông,"Đ.Võ Thị Liễu, P.An Phú Đông, Q.12, Hồ Chí Minh",1,1,1,0,3.0
765,348835,6854.8,,95.0,72.0,,8.0,,,0,0,0,Nam,Đ.Dương Công Khi,X.Xuân Thới Thượng,H.Hóc Môn,50.0,7.2,"bán lô đất mặt tiền, diện tích 6854.8m2 xuân thới thượng huyện hóc môn","Đ.Dương Công Khi, X.Xuân Thới Thượng, H.Hóc Môn, Hồ Chí Minh",0,0,0,0,3.0
766,408832,1406.5,,33.9,47.8,7.0,,,,0,0,0,Đ.Bắc,Đ.Tân Thới Hiệp 29,P.Tân Thới Hiệp,Q.12,50.0,35.5,bán đất nông nghiệp quận 12 - hẻm xe tải 7m - liền kề khu dân cư đang xây dựng,"Đ.Tân Thới Hiệp 29, P.Tân Thới Hiệp, Q.12, Hồ Chí Minh",1,1,0,0,3.0
767,319907,2701.0,,76.6,41.36,12.0,12.0,,,0,0,0,Đ.Bắc,Đ.Trần Văn Giàu,X.Phạm Văn Hai,H.Bình Chánh,50.0,18.5,"bán đất nền góc 2 mặt tiền hẻm đường xã phạm văn hai, huyện bình chánh - hướng đông bắc","Đ.Trần Văn Giàu, X.Phạm Văn Hai, H.Bình Chánh, Hồ Chí Minh",1,1,0,0,3.0
768,338985,320.4,,28.66,11.3,,6.0,,,0,0,0,Đ.Bắc,Đ.Số 1,P.Bình An,Q.2,50.0,156.0,"bán 2 lô đất liền kề mặt tiền đường xe hơi, cách cầu sài gòn 600m, phường bình an, tp thủ đức.","Đ.Số 1, P.Bình An, Q.2, Hồ Chí Minh",0,0,1,1,3.0
775,398904,978.9,,46.19,23.5,5.0,,,,0,0,0,T.Nam,Đ.Vườn Lài,P.An Phú Đông,Q.12,48.9,49.9,"bán lô đất diện tích lớn quận 12 - hẻm xe hơi, cách 200m ra đường chính","Đ.Vườn Lài, P.An Phú Đông, Q.12, Hồ Chí Minh",0,0,1,1,3.0
776,123012,2203.5,,56.98,40.49,,60.0,,,0,0,0,Đ.Bắc,Đ.Trần Văn Giàu,P.Tân Tạo A,Q.Bình Tân,48.2,21.8,đất nền mặt tiền kinh doanh phường tân tạo a - bình tân,"Đ.Trần Văn Giàu, P.Tân Tạo A, Q.Bình Tân, Hồ Chí Minh",1,1,1,0,3.0
777,413830,296.6,353.8,26.33,13.2,5.0,,,,1,0,0,T.Nam,Đ.Bình Quới,P.27,Q.Bình Thạnh,48.0,161.8,bán đất hẻm xe hơi phường 27 quận bình thạnh,"Đ.Bình Quới, P.27, Q.Bình Thạnh, Hồ Chí Minh",0,0,0,0,3.0
783,398036,718.0,859.4,38.92,8.74,4.79,,,1.0,1,0,1,Tây,Đ.Đặng Nguyên Cẩn,P.14,Q.6,48.0,66.8,bán nhà xưởng quận 6 - gần chợ và siêu thị,"Đ.Đặng Nguyên Cẩn, P.14, Q.6, Hồ Chí Minh",0,0,0,0,3.0
789,345707,875.3,,75.26,11.63,3.3,,,,0,0,0,Bắc,Đ.Huỳnh Tấn Phát,P.Phú Thuận,Q.7,47.0,53.6,"bán đất nền hẻm thông thoáng phường phú thuận,  quận 7","Đ.Huỳnh Tấn Phát, P.Phú Thuận, Q.7, Hồ Chí Minh",1,1,1,1,3.0
792,292846,368.5,,29.07,12.06,,8.0,,,0,0,0,T.Bắc,Đ.Thống Nhất,P.Bình Thọ,Q.Thủ Đức,46.8,127.0,"bán lô đất mặt tiền đường phường bình thọ, quận thủ đức","Đ.Thống Nhất, P.Bình Thọ, Q.Thủ Đức, Hồ Chí Minh",1,1,1,1,3.0
793,376379,179.0,,26.4,8.4,,18.0,,,0,0,0,Đ.Nam,Đ.Vĩnh Viễn,P.2,Q.10,46.5,259.7,bán đất nền diện tích lớn mặt tiền vĩnh viễn p2 q10 - mặt tiền khu dân cư sầm uất,"Đ.Vĩnh Viễn, P.2, Q.10, Hồ Chí Minh",0,0,0,0,3.0
798,353995,3803.0,,145.07,50.49,,6.7,,,0,0,0,Đ.Bắc,Đ.Tập Đoàn 6B,P.Tân Tạo A,Q.Bình Tân,46.0,12.0,"bán lô đất hơn 3800m2, thực trạng 3 mặt tiền đường phường tân tạo a, bình tân.","Đ.Tập Đoàn 6B, P.Tân Tạo A, Q.Bình Tân, Hồ Chí Minh",1,1,1,0,3.0
801,410118,767.2,,36.08,25.5,6.0,,,,0,0,0,Đ.Bắc,Đ.Số 28,P.6,Q.Gò Vấp,45.6,59.4,"bán đất, lô góc 2 mặt hẻm phường 6, quận gò vấp","Đ.Số 28, P.6, Q.Gò Vấp, Hồ Chí Minh",1,1,0,0,3.0
810,331589,942.5,,29.01,32.09,6.0,,,,0,0,0,T.Bắc,Đ.Thạnh Xuân 22,P.Thạnh Xuân,Q.12,45.0,47.7,bán đất hẻm xe tải quận 12 - cách 600m ra chợ minh phát,"Đ.Thạnh Xuân 22, P.Thạnh Xuân, Q.12, Hồ Chí Minh",1,1,1,1,3.0
812,140731,1886.1,1886.1,54.09,33.79,,18.96,,,0,0,0,Tây,Đ.Đông Thạnh 2,X.Đông Thạnh,H.Hóc Môn,45.0,23.8,"bán lô đất 1886.1m2 đông thạnh hóc môn, mặt tiền đường 10m","Đ.Đông Thạnh 2, X.Đông Thạnh, H.Hóc Môn, Hồ Chí Minh",0,0,0,0,3.0
821,354888,4275.1,,75.0,30.0,,14.0,,,0,0,0,T.Bắc,Đ.Lê Văn Lương,X.Nhơn Đức,H.Nhà Bè,43.0,10.0,bán đất nền mặt tiền đường xã nhơn đức huyện nhà bè ,"Đ.Lê Văn Lương, X.Nhơn Đức, H.Nhà Bè, Hồ Chí Minh",1,1,1,1,3.0
824,271372,232.7,232.7,30.0,9.0,,26.1,,,0,0,0,T.Bắc,Đ.Quốc Lộ Số 13,P.26,Q.Bình Thạnh,43.0,184.7,bán đất trống 2 mặt tiền quốc lộ 13 phường 26 bình thạnh,"Đ.Quốc Lộ Số 13, P.26, Q.Bình Thạnh, Hồ Chí Minh",1,1,0,0,3.0
826,414027,421.0,,37.0,10.64,,8.0,,,0,0,0,T.Nam,Đ.Số 3,P.Hiệp Bình Phước,Q.Thủ Đức,42.1,100.0,"bán đất nền mặt tiền đường số phường hiệp bình chánh, quận thủ đức","Đ.Số 3, P.Hiệp Bình Phước, Q.Thủ Đức, Hồ Chí Minh",0,0,0,0,3.0
828,114131,2439.8,1352.2,50.0,50.0,,10.0,,,0,0,0,Đ.Nam,Đ.Xuân Thới Sơn,X.Xuân Thới Sơn,H.Hóc Môn,42.0,17.2,"bán đất nền xã xuân thới sơn,h.hóc môn. 2439.8m2 mặt tiền đường lớn","Đ.Xuân Thới Sơn, X.Xuân Thới Sơn, H.Hóc Môn, Hồ Chí Minh",0,1,1,1,3.0
830,337654,1952.1,,76.43,25.03,2.0,,,,0,0,0,Đ.Bắc,Đ.Số 4,P.Trường Thọ,Q.Thủ Đức,42.0,21.5,"chính chủ bán gấp lô đất diện tích lớn, hẻm xe ba gác, trường thọ - thủ đức","Đ.Số 4, P.Trường Thọ, Q.Thủ Đức, Hồ Chí Minh",1,1,1,0,3.0
842,381452,719.0,,32.0,15.0,5.0,,,,0,0,0,Tây,Đ.Lê Văn Quới,P.Bình Hưng Hòa A,Q.Bình Tân,41.6,57.8,"bán đất hxt 5m, hẻm 1/ lê văn quới, bình hưng hòa a, bình tân","Đ.Lê Văn Quới, P.Bình Hưng Hòa A, Q.Bình Tân, Hồ Chí Minh",1,1,0,0,3.0
850,207205,1000.4,,57.14,10.0,,20.0,,,0,0,0,T.Nam,Đ.XTT 59,X.Xuân Thới Thượng,H.Hóc Môn,40.0,39.9,"bán lô đất mặt tiền 20m, diện tích 1000.4m2 xuân thới thượng hóc môn","Đ.XTT 59, X.Xuân Thới Thượng, H.Hóc Môn, Hồ Chí Minh",1,1,1,0,3.0
855,228330,540.5,,48.77,10.0,,5.8,,,0,0,0,T.Nam,Đ.Số 11,P.Linh Trung,Q.Thủ Đức,40.0,74.0,"bán lô đất mặt tiền đường số 11, phường linh trung, quận thủ đức.","Đ.Số 11, P.Linh Trung, Q.Thủ Đức, Hồ Chí Minh",1,1,1,1,3.0
863,402718,257.5,,18.0,14.0,,11.0,,,0,0,0,Đông,Đ.Số 8,P.Tân Phong,Q.7,39.91,155.0,"chính chủ bán lô góc  mặt tiền đường, phường tân phong, quận 7","Đ.Số 8, P.Tân Phong, Q.7, Hồ Chí Minh",1,1,1,1,3.0
869,90269,1316.0,1316.0,92.8,15.0,,40.0,,,0,0,0,Đ.Nam,Đ.Quốc lộ 1A,P.Bình Trị Đông A,Q.Bình Tân,39.0,29.6,"bán nhà xưởng mặt tiền quốc lộ 1a, p. bình trị đông a, bình tân","Đ.Quốc lộ 1A, P.Bình Trị Đông A, Q.Bình Tân, Hồ Chí Minh",1,1,1,1,3.0
887,238487,2113.3,,44.39,55.05,6.0,6.0,,,0,0,0,Tây,Đ.Trần Văn Giàu,X.Bình Lợi,H.Bình Chánh,38.0,17.9,bán đất nền mặt tiền đường nội bộ xã bình lợi huyện bình chánh - sổ hồng chính chủ,"Đ.Trần Văn Giàu, X.Bình Lợi, H.Bình Chánh, Hồ Chí Minh",0,0,0,1,3.0
908,205718,786.6,,60.92,12.0,6.0,,,,0,0,0,T.Nam,Đ.Vườn Lài,P.An Phú Đông,Q.12,36.0,45.7,bán đất nền hẻm xe hơi quận 12 - cách 800m di chuyển ra chung cư an phú đông,"Đ.Vườn Lài, P.An Phú Đông, Q.12, Hồ Chí Minh",1,1,1,1,3.0
911,48040,1237.0,,68.4,18.07,,12.0,,,0,0,0,Đ.Nam,Đ.TL56,P.Thạnh Lộc,Q.12,36.0,29.1,"bán đất diện tích lớn quận 12 - vị trí tiện sang hóc môn, bình dương","Đ.TL56, P.Thạnh Lộc, Q.12, Hồ Chí Minh",1,1,1,0,3.0
913,40704,214.0,,20.0,10.7,,10.0,,,0,0,0,Nam,Đ.số 63,P.An Phú,Q.2,36.0,168.2,"bán đất nền khu dân cư văn minh phường an phú, tp thủ đức. sổ hồng riêng chính chủ.","Đ.số 63, P.An Phú, Q.2, Hồ Chí Minh",1,1,1,1,3.0
914,173306,1216.9,,46.92,22.49,3.0,,,,0,0,0,Đ.Nam,Đ.KP4,X.Hóc Môn,H.Hóc Môn,36.0,29.5,"bán lô đất 1216.9m2 đất ở tại đô thị, thị trấn hóc môn. nở hậu","Đ.KP4, X.Hóc Môn, H.Hóc Môn, Hồ Chí Minh",0,0,0,0,3.0
925,407072,1076.5,1076.5,45.05,24.08,10.0,,,,0,0,0,,Đ.Tỉnh Lộ 10,P.Tân Tạo,Q.Bình Tân,35.0,32.5,"bán đất quận bình tân hẻm xe tải, khu an ninh ","Đ.Tỉnh Lộ 10, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh",1,1,0,0,3.0
931,281261,639.4,,42.44,14.95,,30.0,,,0,0,0,Đ.Nam,Đ.Nguyễn Thị Tư,P.Phú Hữu,Q.9,35.0,54.7,chủ bán lô đất nền mặt tiền đường 30m phường phú hữu - quận 9.,"Đ.Nguyễn Thị Tư, P.Phú Hữu, Q.9, Hồ Chí Minh",1,1,1,1,3.0
941,402805,3100.0,976.0,100.0,30.0,,8.0,,,0,0,0,T.Nam,Đ.Nguyễn Đình Kiên,X.Tân Nhựt,H.Bình Chánh,35.0,11.2,"bán đất nền mặt tiền đường nguyễn đình kiên, tân nhựt, bình chánh","Đ.Nguyễn Đình Kiên, X.Tân Nhựt, H.Bình Chánh, Hồ Chí Minh",0,0,0,0,3.0
943,222076,2328.0,,38.27,53.91,5.0,,,,0,0,0,T.Bắc,Đ.Nhị Bình 14,X.Nhị Bình,H.Hóc Môn,35.0,15.0,bán đất trồng cây huyện hóc môn - hẻm xe ô tô - khu an ninh,"Đ.Nhị Bình 14, X.Nhị Bình, H.Hóc Môn, Hồ Chí Minh",1,1,0,0,3.0
944,196473,1075.8,1075.8,58.09,19.76,6.0,8.0,,,0,0,0,Tây,Đ.Nguyễn Văn Quá,P.Đông Hưng Thuận,Q.12,35.0,32.5,bán nhà xưởng diện tích lớn 1075.8m2 - vị trí ngay khu trung tâm quận 12 đầy đủ những tiện ích,"Đ.Nguyễn Văn Quá, P.Đông Hưng Thuận, Q.12, Hồ Chí Minh",1,1,1,1,3.0
960,180226,1079.4,1079.4,55.42,6.25,15.0,15.0,,,0,0,0,T.Nam,Đ.Hương Lộ 2,P.Bình Trị Đông A,Q.Bình Tân,34.0,31.4,"bán đất nền diện tích lớn, mt hương lộ 2, p. bình trị đông a- bình tân - thuận tiện xây các công trình lớn","Đ.Hương Lộ 2, P.Bình Trị Đông A, Q.Bình Tân, Hồ Chí Minh",1,1,1,1,3.0
977,416090,406.2,,42.0,9.62,12.0,,,,0,0,0,Đ.Bắc,Đ.QL13,P.Hiệp Bình Phước,Q.Thủ Đức,33.0,81.2,đất nền trung tâm thành phố thủ đức thích hợp đầu tư,"Đ.QL13, P.Hiệp Bình Phước, Q.Thủ Đức, Hồ Chí Minh",0,0,0,0,3.0
985,324556,276.9,330.2,23.0,12.1,,12.0,2.0,2.0,1,0,0,Tây,Đ.Nguyễn Trọng Tuyển,P.8,Q.Phú Nhuận,33.0,119.1,bán khuôn viên mặt tiền quận phú nhuận phường 8,"Đ.Nguyễn Trọng Tuyển, P.8, Q.Phú Nhuận, Hồ Chí Minh",1,0,1,0,3.0
993,306968,109.1,,12.41,8.5,,12.0,,,0,0,0,Đông,Đ.Lâm Văn Bền,P.Tân Quy,Q.7,32.0,293.3,bán đất nền góc 2 mặt tiền đường phường tân quy quận 7,"Đ.Lâm Văn Bền, P.Tân Quy, Q.7, Hồ Chí Minh",1,1,1,1,3.0
994,378165,1354.2,,48.3,33.1,4.0,,,,0,0,0,Đ.Nam,Đ.Hiệp Bình,P.Hiệp Bình Chánh,Q.Thủ Đức,32.0,23.6,"chính chủ bán gấp lô đất diện tích lớn gần vinmart, hẻm xe hơi, phường hiệp bình chánh, tp thủ đức","Đ.Hiệp Bình, P.Hiệp Bình Chánh, Q.Thủ Đức, Hồ Chí Minh",1,1,0,0,3.0
1000,307351,540.5,,46.1,11.7,,5.8,,,0,0,0,T.Nam,Đ.Số 11,P.Linh Trung,Q.Thủ Đức,32.0,59.2,"bán 2 lô đất liền kề ngay mặt tiền đường số 11, phường linh trung, quận thủ đức","Đ.Số 11, P.Linh Trung, Q.Thủ Đức, Hồ Chí Minh",1,1,1,1,3.0
1002,111836,1952.4,,72.89,31.0,,6.0,,,0,0,0,T.Nam,Đ.Đông Thạnh 1-1,X.Đông Thạnh,H.Hóc Môn,32.0,16.3,"bán lô đất full thổ cư, diện tích 1952.4m2 mặt tiền đường huyện hóc môn","Đ.Đông Thạnh 1-1, X.Đông Thạnh, H.Hóc Môn, Hồ Chí Minh",1,1,0,1,3.0
1003,402181,402.5,,42.11,10.0,,10.0,,,0,0,0,Đ.Nam,Đ.Nguyễn Thị Kiểu,P.Thới An,Q.12,32.0,79.5,bán lô đất mặt tiền đường tiện kinh doanh phường thới an- quận 12,"Đ.Nguyễn Thị Kiểu, P.Thới An, Q.12, Hồ Chí Minh",1,1,1,1,3.0
1008,393543,370.0,,28.5,13.0,,10.0,,,0,0,0,T.Nam,Đ.Đồng Văn Cống,P.Thạnh Mỹ Lợi,Q.2,31.45,85.0,"bán lô đất vuông vức, mặt tiền đường 10m, phường thanh mỹ lợi, tp thủ đức.","Đ.Đồng Văn Cống, P.Thạnh Mỹ Lợi, Q.2, Hồ Chí Minh",1,0,1,1,3.0
1011,364661,547.5,,55.0,10.5,,10.0,,,0,0,0,T.Nam,Đ.Bưng Ông Thoàn,P.Phú Hữu,Q.9,31.0,56.6,"bán lô đất nền 547.5m2, mặt tiền đường gần vòng xoay phú hữu- phường phú hữu, tp thủ đức","Đ.Bưng Ông Thoàn, P.Phú Hữu, Q.9, Hồ Chí Minh",1,0,1,1,3.0
1017,343526,124.0,,27.5,4.5,,15.0,,,0,0,0,Tây,Đ.Số 1,P.3,Q.Bình Thạnh,31.0,250.0,"bán đất nền đường số 1, khu vực đông đúc, giáp quận 1, phú nhuận.","Đ.Số 1, P.3, Q.Bình Thạnh, Hồ Chí Minh",1,0,1,0,3.0
1040,420126,485.2,,28.8,16.9,,5.0,,,0,0,0,T.Bắc,Đ.Số 7,P.Hiệp Bình Phước,Q.Thủ Đức,30.0,61.8,bán đất nền quận thủ đức - tp.thủ đức - căn góc. mặt tiền đường 5m,"Đ.Số 7, P.Hiệp Bình Phước, Q.Thủ Đức, Hồ Chí Minh",1,1,0,1,3.0
1041,155054,4438.3,,100.0,45.0,,8.0,,,0,0,0,Bắc,Đ.Dương Công Khi,X.Xuân Thới Sơn,H.Hóc Môn,30.0,6.7,"bán nguyên lô đất 4438.3m2 gồm 5 miếng đã có sổ hồng riêng, xuân thới sơn hóc môn.","Đ.Dương Công Khi, X.Xuân Thới Sơn, H.Hóc Môn, Hồ Chí Minh",0,0,0,0,3.0
1043,252860,293.6,57.8,26.0,11.0,,14.0,,,0,0,0,Nam,Đ.Số 29,P.Bình Trị Đông B,Q.Bình Tân,30.0,102.1,"bán đất nền phường bình trị đông b, quận bình tân - mặt tiền đường nội bộ khu tên lửa","Đ.Số 29, P.Bình Trị Đông B, Q.Bình Tân, Hồ Chí Minh",1,1,1,1,3.0
1049,330240,10396.0,10396.0,110.0,95.0,,6.0,,,0,0,0,,Đ.Liên Ấp 234,X.Tân Quý Tây,H.Bình Chánh,30.0,2.8,"bán đất nền xã tân quý tây, huyện bình chánh - đất trồng cây lâu năm","Đ.Liên Ấp 234, X.Tân Quý Tây, H.Bình Chánh, Hồ Chí Minh",1,1,0,1,3.0
1066,355949,654.1,324.4,49.3,4.99,,11.0,1.0,2.0,0,1,0,Đ.Nam,Đ.Ấp Chánh 1,X.Tân Xuân,H.Hóc Môn,29.43,44.9, bán nhà xưởng mặt tiền đường diện tích 654.1m2 tân xuân hóc môn,"Đ.Ấp Chánh 1, X.Tân Xuân, H.Hóc Môn, Hồ Chí Minh",1,1,0,0,3.0
1071,413157,675.0,88.0,56.47,12.2,,8.0,,,0,0,0,Đ.Bắc,Đ.Thạnh Lộc 47,P.Thạnh Lộc,Q.12,29.0,42.9,bán lô đất 2 mặt tiền có sẵn  nhà cấp 4 phường thạnh lộc quận 12,"Đ.Thạnh Lộc 47, P.Thạnh Lộc, Q.12, Hồ Chí Minh",0,0,0,0,3.0
1073,264819,938.1,,70.56,15.3,6.0,,,,0,0,0,T.Nam,Đ.Quốc lộ 1A,P.An Phú Đông,Q.12,29.0,30.9,bán đất hẻm xe tải quận 12- chỉ 3 phút ra công an phường an phú đông,"Đ.Quốc lộ 1A, P.An Phú Đông, Q.12, Hồ Chí Minh",1,1,0,1,3.0
1083,339501,552.1,,55.61,10.0,,12.0,,,0,0,0,Đ.Nam,Đ.Giác Đạo,X.Trung Chánh,H.Hóc Môn,29.0,52.5,"bán lô đất mặt tiền full thổ cư, trung chánh huyện hóc môn","Đ.Giác Đạo, X.Trung Chánh, H.Hóc Môn, Hồ Chí Minh",0,0,0,0,3.0
1098,142986,650.1,,44.94,15.27,,11.0,,,0,0,0,Nam,Đ.Bùi Công Trừng,X.Nhị Bình,H.Hóc Môn,28.0,43.0,"bán lô đất mặt tiền diện tích 650.1m2 nhị bình hóc môn, khu dân cư sầm uất.","Đ.Bùi Công Trừng, X.Nhị Bình, H.Hóc Môn, Hồ Chí Minh",0,0,0,0,3.0
1099,310961,119.0,,17.0,7.0,,16.0,,,0,0,0,Đ.Nam,Đ.Số 3,P.An Phú,Q.2,28.0,235.2,"bán lô đất vuông vức, đường 12m, phường an phú, quận 2.","Đ.Số 3, P.An Phú, Q.2, Hồ Chí Minh",1,1,1,1,3.0
1100,167928,349.6,,29.4,7.03,5.0,,,,0,0,0,Đ.Nam,Đ.Bình Thới,P.11,Q.11,28.0,80.0,bán đất thổ cư quận 11 - hẻm xe tải - liền kề xoay lê đại hành,"Đ.Bình Thới, P.11, Q.11, Hồ Chí Minh",1,1,1,0,3.0
1116,338789,260.8,166.5,15.66,15.81,,4.0,4.0,2.0,0,0,0,Đ.Nam,Đ.số 21,P.Bình Trưng Đông,Q.2,28.0,107.3,"bán lô đất mặt tiền đường số 21 ngay chợ tân lập kèm nhà, phường bình trưng đông, quận 2.","Đ.số 21, P.Bình Trưng Đông, Q.2, Hồ Chí Minh",1,1,1,1,3.0
1126,136363,946.0,70.8,66.0,13.0,,20.0,,,0,0,0,T.Nam,Đ.Nguyễn Văn Tạo,X.Hiệp Phước,H.Nhà Bè,28.0,29.5,"bán nhà xưởng 2 mặt tiền, đường nguyễn văn tạo huyện nhà bè- diện tích rộng thích hợp xây kho xưởng hoặc nhà trọ","Đ.Nguyễn Văn Tạo, X.Hiệp Phước, H.Nhà Bè, Hồ Chí Minh",1,1,1,0,3.0
1128,396740,1925.0,,50.0,45.0,3.5,,9.0,9.0,0,0,0,Tây,Đ.Vườn Lài,P.An Phú Đông,Q.12,28.0,14.5,bán lô đất nông nghiệp hẻm xe hơi quận 12 - cách 310m ra cầu rạch gia,"Đ.Vườn Lài, P.An Phú Đông, Q.12, Hồ Chí Minh",1,1,1,1,3.0
1136,391634,340.4,,34.66,23.66,,15.5,,,0,0,0,,Đ.Số 1,P.An Lạc,Q.Bình Tân,27.93,82.0,"bán đất lô góc 3 mặt tiền đường lớn, diện tích 340.4m2 phường an lạc, quận bình tân.","Đ.Số 1, P.An Lạc, Q.Bình Tân, Hồ Chí Minh",1,1,1,0,3.0
1137,390134,931.3,,40.0,23.0,6.0,,,,0,0,0,Đông,Đ.Huỳnh Tấn Phát,X.Phú Xuân,H.Nhà Bè,27.93,30.0,bán đất nền hẻm lớn xã  phú xuân huyện nhà bè - thích hợp xây mới hoặc đầu tư,"Đ.Huỳnh Tấn Phát, X.Phú Xuân, H.Nhà Bè, Hồ Chí Minh",1,1,1,1,3.0
1138,390137,928.4,,40.0,23.0,6.0,,,,0,0,0,Đ.Nam,Đ.Huỳnh Tấn Phát,X.Phú Xuân,H.Nhà Bè,27.85,29.9,bán đất nền hẻm lớn xã phú xuân huyện nhà bè - thích hợp xây mới hoặc đầu tư,"Đ.Huỳnh Tấn Phát, X.Phú Xuân, H.Nhà Bè, Hồ Chí Minh",1,1,1,1,3.0
1140,336146,289.6,,23.0,15.0,4.0,,,,0,0,0,Tây,Đ.Nguyễn Tuyển,P.Bình Trưng Tây,Q.2,27.51,94.9,"bán đất nền hẻm xe hơi đường nội khu yên tĩnh, phường bình trưng tây, quận 2.","Đ.Nguyễn Tuyển, P.Bình Trưng Tây, Q.2, Hồ Chí Minh",1,1,1,1,3.0
1152,220553,228.0,,20.0,12.0,,8.0,,,0,0,0,Đ.Nam,Đ.Số 10,P.Hiệp Bình Chánh,Q.Thủ Đức,27.36,120.0,"bán gấp lô đất tiện xây village, ngay bờ sông sài gòn, phường hiệp bình chánh, quận thủ đức","Đ.Số 10, P.Hiệp Bình Chánh, Q.Thủ Đức, Hồ Chí Minh",1,1,1,0,3.0
1154,101621,463.6,505.8,34.85,5.15,6.0,,2.0,2.0,1,0,0,Đông,Đ.Lũy Bán Bích,P.Tân Thới Hòa,Q.Tân Phú,27.0,58.2,"bán nhà quận tân phú kèm kho xưởng hẻm xe hơi thông thoáng, nở hậu","Đ.Lũy Bán Bích, P.Tân Thới Hòa, Q.Tân Phú, Hồ Chí Minh",1,1,0,0,3.0
1155,22155,365.5,365.5,33.1,18.0,2.8,,,,0,0,0,Đ.Bắc,Đ.Kinh Dương Vương,P.An Lạc,Q.Bình Tân,27.0,73.8,bán đất quận bình tân sổ hồng chính chủ,"Đ.Kinh Dương Vương, P.An Lạc, Q.Bình Tân, Hồ Chí Minh",1,0,0,1,3.0
1157,284672,502.2,,43.76,6.16,6.0,,,,0,0,0,Đ.Bắc,Đ.Lê Đức Thọ,P.13,Q.Gò Vấp,27.0,53.7,bán đất nền quận gò vấp - đường nhựa 6m - khu nhà cao tầng,"Đ.Lê Đức Thọ, P.13, Q.Gò Vấp, Hồ Chí Minh",1,1,0,1,3.0
1161,398448,483.7,773.1,46.2,10.0,6.0,,,1.0,0,1,0,T.Bắc,Đ.Hương Lộ 3,P.Bình Hưng Hòa,Q.Bình Tân,27.0,55.8,"bán gấp nhà xưởng, hxt 6m, hương lộ 3, p.bình hưng hòa, bình tân- giáp aeon mall tân phú","Đ.Hương Lộ 3, P.Bình Hưng Hòa, Q.Bình Tân, Hồ Chí Minh",1,1,0,0,3.0
1195,264359,126.3,,25.0,5.0,,60.0,,,0,0,0,T.Nam,Đ.Đồng Văn Cống,P.Thạnh Mỹ Lợi,Q.2,26.5,209.8,"chính chủ cần bán gấp lô đất nền phường thạnh mỹ lợi, quận 2","Đ.Đồng Văn Cống, P.Thạnh Mỹ Lợi, Q.2, Hồ Chí Minh",1,1,1,1,3.0
