item_code,item_name,bedroom,bathroom,area,direction,address,total_price,unit_price,gross_unit_price,payment,property_Phòng ngủ,property_Phòng tắm,property_Diện tích sử dụng,property_Hướng,property_Hiện trạng nhà,property_Giấy tờ,property_Chiều dài,property_Chiều rộng,property_Diện tích đất,property_Độ rộng hẻm,property_Kết cấu nhà,property_Năm xây dựng,property_Độ rộng mặt tiền đường,utility_Na,"utility_Gần chợ, siêu thị",utility_Gần trường học,utility_Di chuyển thuận tiện ra trung tâm,utility_Thiết kế thông thoáng,"utility_Khu vực an ninh, yên tĩnh",utility_Gần mặt tiền đường,utility_Gần bệnh viện,"utility_Gần công viên, trung tâm",utility_Sân để xe rộng rãi,utility_Hẻm thông,utility_Cần bán gấp,utility_Nở hậu,utility_2 Mặt hẻm,utility_2 Mặt đường chính
409223,Bán căn hộ đầy đủ nội thất Green Buiding Quận 9 - Trung tâm thành phố Thủ Đức,2,1,63.5 m²,,"Đ.Nam Hòa, P.Phước Long A, Q.9, Hồ Chí Minh","1,8 tỷ",,"28,3 triệu/m²","18,58 triệu/tháng",2,1,63.5 m²,,Đang cho thuê,,,,,,,,,True,,,,,,,,,,,,,,
419562,Bán căn hộ Quận 2 - Chung cư 64 Xuân Thủy - Đã có sổ hồng - View thoáng mát,1,1,28.2 m²,,"Đ.Xuân Thủy, P.Thảo Điền, Q.2, Hồ Chí Minh","1,8 tỷ",,"63,8 triệu/m²","18,58 triệu/tháng",1,1,28.2 m²,,Đang ở,Sổ hồng,,,,,,,,,True,True,True,True,True,,,True,,,,,,
100172,"Bán nhà Quận Tân Phú - Khu dân cư an ninh, yên tĩnh.",2,2,15.2 m²,Tây,"Đ.Vườn Lài, P.Phú Thọ Hòa, Q.Tân Phú, Hồ Chí Minh","1,8 tỷ","111,7 triệu/m²","118,4 triệu/m²","18,58 triệu/tháng",2,2,30.4 m²,Tây,Đang ở,Sổ hồng,9.2 m,1.45 m,15.2 m²,2.8 m,1 trệt + 1 lầu,,,,True,True,,,True,,,,,,,,,
321865,"Bán nhà riêng hẻm xe ba gác Phường 15, Quận 8 - Sổ hồng chung đồng sở hữu",2,3,21 m²,T.Nam,"Đ.Lưu Hữu Phước, P.15, Q.8, Hồ Chí Minh","1,8 tỷ","74,1 triệu/m²","85,7 triệu/m²","18,58 triệu/tháng",2,3,63 m²,T.Nam,,Sổ hồng,7 m,3 m,21 m²,3 m,1 trệt + 2 lầu,,,,True,True,,,,True,,,,,,,,
367062,"Bán căn hộ 27,2m2 1 phòng ngủ chung cư Phường 6 Quận 4",1,1,27.2 m²,,"Đ.Tân Vĩnh, P.6, Q.4, Hồ Chí Minh","1,8 tỷ",,"66,1 triệu/m²","18,58 triệu/tháng",1,1,27.2 m²,,,Sổ hồng,,,,,,,,,True,True,True,True,True,,True,True,,,,,,
402351,BÁN CĂN HỘ 2 PHÒNG NGỦ PHƯỜNG PHÚ THỌ HÒA QUẬN TÂN PHÚ,2,1,42.23 m²,Tây,"Đ.Phạm Vấn, P.Phú Thọ Hòa, Q.Tân Phú, Hồ Chí Minh","1,8 tỷ",,"42,6 triệu/m²","18,58 triệu/tháng",2,1,42.23 m²,Tây,Đang ở,Sổ hồng,,,,,,,,,True,True,True,True,True,,True,True,,,,,,
359165,"Bán căn hộ officetel duplex 1 phòng ngủ, có lửng, chung cư La Astoria 3, Phường Bình Trưng Tây, Quận 2 ",1,1,44.82 m²,Tây,"Đ.Nguyễn Duy Trinh, P.Bình Trưng Tây, Q.2, Hồ Chí Minh","1,8 tỷ",,"40,1 triệu/m²","18,58 triệu/tháng",1,1,44.82 m²,Tây,Đang ở,,,,29.82 m²,,,,,,True,True,True,True,True,True,,,,,,,,
322660,"Bán nhà riêng Phường 15, Quận 8 - Hướng Đông Nam",2,2,19.68 m²,Đ.Nam,"Đ.Lương Văn Can, P.15, Q.8, Hồ Chí Minh","1,8 tỷ","86,4 triệu/m²","91,4 triệu/m²","18,58 triệu/tháng",2,2,19.68 m²,Đ.Nam,Đang ở,Sổ hồng,7.13 m,2.76 m,19.68 m²,2 m,"1 trệt, 1 lửng + 2 lầu",,,,True,True,,,,True,,,,,,,,
241639,Bán căn góc ở chung cư Topaz Home Quận 12 - Diện tích 60.12m2,3,2,60.12 m²,Đ.Nam,"Đ.Phan Văn Hớn, P.Tân Thới Nhất, Q.12, Hồ Chí Minh","1,8 tỷ",,"29,9 triệu/m²","18,58 triệu/tháng",3,2,60.12 m²,Đ.Nam,Đang cho thuê,,,,,,,,,,True,,True,,True,,,,,,,,,
313032,Bán căn hộ officetel chung cư The Sun Avenue quận 2,1,1,34.69 m²,T.Bắc,"Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh","1,8 tỷ",,"51,8 triệu/m²","18,58 triệu/tháng",1,1,34.69 m²,T.Bắc,,,,,,,,,,,True,True,True,True,True,True,,,,,,,,
320975,"Cần bán căn Officetel, chung cư The Sun Avenue, Quận 2",1,1,34.68 m²,T.Bắc,"Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh","1,8 tỷ",,"51,9 triệu/m²","18,58 triệu/tháng",1,1,34.68 m²,T.Bắc,,,,,,,,,,,True,True,True,True,True,True,,,,,,,,
320975,"Cần bán căn Officetel, chung cư The Sun Avenue, Quận 2",1,1,34.68 m²,T.Bắc,"Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh","1,8 tỷ",,"51,9 triệu/m²","18,58 triệu/tháng",1,1,34.68 m²,T.Bắc,,,,,,,,,,,True,True,True,True,True,True,,,,,,,,
313032,Bán căn hộ officetel chung cư The Sun Avenue quận 2,1,1,34.69 m²,T.Bắc,"Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh","1,8 tỷ",,"51,8 triệu/m²","18,58 triệu/tháng",1,1,34.69 m²,T.Bắc,,,,,,,,,,,True,True,True,True,True,True,,,,,,,,
398627,Bán Căn Hộ Officetel Chung Cư D- Vela Huỳnh Tấn Phát Quận 7 - Căn Hộ Đầy Đủ Nội Thất,2,1,35 m²,,"Đ.Huỳnh Tấn Phát, P.Phú Thuận, Q.7, Hồ Chí Minh","1,8 tỷ",,"51,4 triệu/m²","18,58 triệu/tháng",2,1,35 m²,,,,,,,,,,,,True,True,,,,True,,,,,,,,
402796,BÁN CĂN HỘ 2 PHÒNG NGỦ CHUNG CƯ PHỐ ĐÔNG - HOA SEN APARTMENT PHƯỜNG PHƯỚC LONG B QUẬN 9 ,2,2,63.7 m²,Đ.Nam,"Đ.D31, P.Phước Long B, Q.9, Hồ Chí Minh","1,82 tỷ",,"28,5 triệu/m²","18,79 triệu/tháng",2,2,63.7 m²,Đ.Nam,Đang cho thuê,Sổ hồng,8 m,7.8 m,63.7 m²,,,,,True,,,,,,,,,,,,,,
391189,Bán căn hộ 2 phòng ngủ 55m2 chung cư Heaven Riverview (Mỹ Phúc) Phường 16 - Quận 8 ,2,1,55 m²,Đông,"Đ.Phạm Đức Sơn, P.16, Q.8, Hồ Chí Minh","1,82 tỷ",,33 triệu/m²,"18,79 triệu/tháng",2,1,55 m²,Đông,,,,,,,,,,,True,True,True,True,True,,True,True,,,,,,
404365,"Bán Căn Hộ Chung Cư 78 Kinh Dương Vương, Phường 13, Quận 6",1,1,70.8 m²,,"Đ.Kinh Dương Vương, P.13, Q.6, Hồ Chí Minh","1,82 tỷ",,"25,7 triệu/m²","18,79 triệu/tháng",1,1,70.8 m²,,Đang ở,Sổ hồng,,,,,,,,,True,True,,True,,,,,,,,,,
407942,"BÁN CĂN HỘ CHUNG CƯ INVESTO ĐỒNG DIỀU, 2PN, P. 4, Q. 8 - GẦN NGAY CHỢ TẠ QUANG BỬU",2,1,65.3 m²,Đông,"Đ.Tạ Quang Bửu, P.4, Q.8, Hồ Chí Minh","1,82 tỷ",,"27,8 triệu/m²","18,79 triệu/tháng",2,1,65.3 m²,Đông,Đang ở,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
400257,"Bán nhà riêng Quận 6 - Sổ hồng chính chủ - Pháp lý minh bạch, rõ ràng",1,1,13.1 m²,Đông,"Đ.Văn Thân, P.8, Q.6, Hồ Chí Minh","1,82 tỷ","131,5 triệu/m²","138,9 triệu/m²","18,79 triệu/tháng",1,1,26.2 m²,Đông,,Sổ hồng,5.72 m,2.67 m,13.1 m²,1.3 m,1 trệt + 1 lầu,,,True,,,,,,,,,,,,,,
326780,Bán căn hộ chung cư Conic Skyway Residence tầng cao xã Phong Phú huyện Bình Chánh - Sổ hồng riêng chính chủ,2,2,69.5 m²,T.Nam,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh","1,84 tỷ",,"26,4 triệu/m²","18,99 triệu/tháng",2,2,69.5 m²,T.Nam,,Sổ hồng,,,,,,,,,,,True,True,True,,,,,,,,,
402065,"Bán căn hộ thiết kế sang trọng I-Home quận Gò Vấp - View đẹp , thoáng mát",2,2,63.2 m²,Đ.Nam,"Đ.Phạm Văn Chiêu, P.14, Q.Gò Vấp, Hồ Chí Minh","1,85 tỷ",,"29,2 triệu/m²","19,1 triệu/tháng",2,2,63.2 m²,Đ.Nam,Đang ở,,,,,,,,,,True,True,,,,True,,,,,,,,
336616,"Cần bán căn hộ cao cấp Nhất Lan 2, tầng cao, nhiều tiện ích",2,2,72.4 m²,,"Đ.Số 54, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh","1,85 tỷ",,"25,5 triệu/m²","19,1 triệu/tháng",2,2,72.4 m²,,,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
411360,Bán căn hộ Officetel Quận Bình Thạnh - Chung cư The Manor - Tầng cao view đẹp,,1,35.58 m²,,"Đ.Nguyễn Hữu Cảnh, P.22, Q.Bình Thạnh, Hồ Chí Minh","1,85 tỷ",,"51,9 triệu/m²","19,1 triệu/tháng",,1,35.58 m²,,,,,,,,,,,,True,True,True,True,,True,,True,,,,,,
397165,"Bán nhà hẻm Trần Bình Trọng, phường 5, Quận Bình Thạnh",2,1,10.1 m²,T.Nam,"Đ.Trần Bình Trọng, P.5, Q.Bình Thạnh, Hồ Chí Minh","1,85 tỷ","170,5 triệu/m²","183,1 triệu/m²","19,1 triệu/tháng",2,1,30 m²,T.Nam,,Sổ hồng,4.17 m,2.41 m,10.1 m²,2 m,1 trệt + 2 lầu,,,True,,,,,,,,,,,,,,
391783,Bán Căn Hộ Chung Cư Trung Tâm Quận 5 - Gần chợ Kim Biên,2,1,37.07 m²,Nam,"Đ.Trang Tử, P.14, Q.5, Hồ Chí Minh","1,85 tỷ",,"49,9 triệu/m²","19,1 triệu/tháng",2,1,37.07 m²,Nam,Đang cho thuê,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
366325,Bán căn hộ chung cư C2 Phường 6 quận 4 - Nội thất như hình ,1,1,44.2 m²,,"Đ.Số 45, P.6, Q.4, Hồ Chí Minh","1,85 tỷ",,"41,8 triệu/m²","19,1 triệu/tháng",1,1,44.2 m²,,,Sổ hồng,,,,,,,,,True,True,True,True,True,,True,True,,,,,,
412231,"BÁN NHÀ NHỎ, P. SƠN KỲ, Q. TÂN PHÚ",1,2,14.5 m²,Bắc,"Đ.Lê Trọng Tấn, P.Sơn Kỳ, Q.Tân Phú, Hồ Chí Minh","1,85 tỷ",122 triệu/m²,"127,5 triệu/m²","19,1 triệu/tháng",1,2,21.6 m²,Bắc,Đang ở,Sổ hồng,2.5 m,5.8 m,14.5 m²,2 m,1 trệt + 1 lầu,,,True,,,,,,,,,,,,,,
396720,Bán căn hộ cao cấp 2PN sang trọng tại chung cư Besco An Sương - Quận 12,2,2,72.6 m²,,"Đ.Quốc Lộ 1A, P.Trung Mỹ Tây, Q.12, Hồ Chí Minh","1,85 tỷ",,"25,4 triệu/m²","19,1 triệu/tháng",2,2,72.6 m²,,,Sổ hồng,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,
418064,Bán căn hộ Quận 6 - Chung cư 78 Kinh Dương Vương - Đã có sổ hồng - Tầng trung view thoáng,2,1,76.9 m²,Bắc,"Đ.Số 10, P.13, Q.6, Hồ Chí Minh","1,85 tỷ",,24 triệu/m²,"19,1 triệu/tháng",2,1,76.9 m²,Bắc,Đang ở,Sổ hồng,,,,,,,,,True,True,True,True,,,,True,,,,,,
398564,"Bán Căn Hộ Tầng 4 Chung Cư 78 Kinh Dương Vương, Phường 13, Quận 6",2,1,76.9 m²,,"Đ.Kinh Dương Vương, P.13, Q.6, Hồ Chí Minh","1,85 tỷ",,24 triệu/m²,"19,1 triệu/tháng",2,1,76.9 m²,,Đang ở,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
410112,Bán nhà hẻm an ninh Phường Đông Hưng Thuận Quận 12,,1,22.3 m²,T.Bắc,"Đ.QL1A, P.Đông Hưng Thuận, Q.12, Hồ Chí Minh","1,85 tỷ","75,8 triệu/m²","82,9 triệu/m²","19,1 triệu/tháng",,1,42.6 m²,T.Bắc,Đang cho thuê,Sổ hồng,7.3 m,3.1 m,22.3 m²,2 m,1 trệt + 1 lầu,,,True,,,,,,,,,,,,,,
380216,"Bán Căn Hộ Sài Gòn Mới, Đường Huỳnh Tấn Phát, Huyện Nhà B",3,2,93.2 m²,,"Đ.Huỳnh Tấn Phát, Thị trấn Nhà Bè, H.Nhà Bè, Hồ Chí Minh","1,85 tỷ",,"19,8 triệu/m²","19,1 triệu/tháng",3,2,93.2 m²,,,,,,,,,,,,True,True,,,,True,,,,,,,,
413716,"Bán nhà riêng phường Bình Hưng Hòa, quận Bình Tân",1,1,16 m²,Đ.Nam,"Đ.Số 9, P.Bình Hưng Hòa, Q.Bình Tân, Hồ Chí Minh","1,85 tỷ",105 triệu/m²,"115,6 triệu/m²","19,1 triệu/tháng",1,1,40 m²,Đ.Nam,Đang ở,Sổ đỏ,4 m,4 m,16 m²,2 m,"1 trệt, 1 lửng + 1 lầu",,,True,,,,,,,,,,,,,,
417780,Bán nhà nhỏ xinh Quận 6 - Cách đường chính chỉ 200m - Thuận tiện cho gia đình trẻ,2,2,15.2 m²,T.Nam,"Đ.Bà Hom, P.13, Q.6, Hồ Chí Minh","1,85 tỷ","114,9 triệu/m²","121,7 triệu/m²","19,1 triệu/tháng",2,2,30.4 m²,T.Nam,,Sổ hồng,4.58 m,4.43 m,15.2 m²,3 m,1 trệt + 1 lầu,,,True,,,,,,,,,,,,,,
276948,Bán Căn Nhà Hẻm Hồ Thị Kỷ - Phường 1 Quận 10,2,3,10 m²,T.Nam,"Đ.Hồ Thị Kỷ, P.1, Q.10, Hồ Chí Minh","1,85 tỷ","176,5 triệu/m²",185 triệu/m²,"19,1 triệu/tháng",2,3,20 m²,T.Nam,Đang ở,Sổ hồng,3.8 m,3.35 m,10 m²,1 m,"1 trệt, 1 lửng + 1 lầu",,,,True,,,,,,,,,,,,,
328322,BÁN NHÀ HẺM PHƯỜNG 5 QUẬN PHÚ NHUẬN,1,2,9.5 m²,Đ.Bắc,"Đ.Thích Quảng Đức, P.5, Q.Phú Nhuận, Hồ Chí Minh","1,85 tỷ","189,1 triệu/m²","194,7 triệu/m²","19,1 triệu/tháng",1,2,15.8 m²,Đ.Bắc,,Sổ hồng,3.8 m,2.7 m,9.5 m²,2.25 m,1 trệt + 1 lầu,,,,True,,True,,,,True,True,,,,,,
364821,Bán nhà hẻm Phường 3 Quận 8 - Sổ hồng riêng chính chủ,1,2,14.5 m²,Nam,"Đ.Phạm Thế Hiển, P.3, Q.8, Hồ Chí Minh","1,85 tỷ","120,9 triệu/m²","127,5 triệu/m²","19,1 triệu/tháng",1,2,26 m²,Nam,,Sổ hồng,4.94 m,3.87 m,14.5 m²,1.5 m,1 trệt + 1 lầu,,,True,,,,,,,,,,,,,,
359507,Bán căn hộ cao cấp 2PN tại chung cư Conic Đình Khiêm - Bình Chánh.,2,2,66.6 m²,,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh","1,85 tỷ",,"27,7 triệu/m²","19,1 triệu/tháng",2,2,66.6 m²,,Đang ở,Sổ hồng,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,
413935,Bán căn hộ 2 phòng ngủ chung cư Đạt Gia quận Thủ Đức,2,2,60.45 m²,,"Đ.Cây Keo, P.Tam Phú, Q.Thủ Đức, Hồ Chí Minh","1,85 tỷ",,"30,6 triệu/m²","19,1 triệu/tháng",2,2,60.45 m²,,Đang cho thuê,,,,,,,,,True,,,,,,,,,,,,,,
409200,Bán căn hộ đầy đủ nội thất Green buiding trung tâm thành phố Thủ Đức,2,1,67 m²,,"Đ.Nam Hòa, P.Phước Long A, Q.9, Hồ Chí Minh","1,85 tỷ",,"27,6 triệu/m²","19,1 triệu/tháng",2,1,67 m²,,Đang cho thuê,,,,,,,,,True,,,,,,,,,,,,,,
396646,Bán căn góc Officetel 32m2 tại chung cư SaiGon Mia - Bình Chánh,1,1,32 m²,,"Đ.Số 9A, X.Bình Hưng, H.Bình Chánh, Hồ Chí Minh","1,85 tỷ",,"57,8 triệu/m²","19,1 triệu/tháng",1,1,32 m²,,,,,,,,,,,,True,True,True,True,,True,True,True,True,,,,,
381606,Bán nhà riêng Quận Gò Vấp - Nhà nát phù hợp mua để ở hoặc đầu tư.,1,1,15 m²,Đ.Bắc,"Đ.Nguyễn Văn Nghi, P.4, Q.Gò Vấp, Hồ Chí Minh","1,85 tỷ","117,3 triệu/m²","123,3 triệu/m²","19,1 triệu/tháng",1,1,26.5 m²,Đ.Bắc,Đang cho thuê,Sổ đỏ,5.67 m,2.66 m,15 m²,12.37 m,1 trệt + 1 lầu,,,,True,True,True,,,True,,,,,,,,
408551,"Chính chủ bán gấp căn hộ 2 phòng ngủ, thuộc chung cư 4S Linh Đông, Thành Phố Thủ Đức",2,2,55.8 m²,T.Bắc,"Đ.Số 30, P.Linh Đông, Q.Thủ Đức, Hồ Chí Minh","1,85 tỷ",,"33,1 triệu/m²","19,1 triệu/tháng",2,2,55.8 m²,T.Bắc,Đang ở,,,,58.8 m²,,,,,,True,True,,,,True,,,,,,,,
296472,Bán nhà riêng Phường 15 Quận 8,2,1,55.9 m²,Nam,"Đ.Lưu Hữu Phước, P.15, Q.8, Hồ Chí Minh","1,85 tỷ","30,6 triệu/m²",33 triệu/m²,"19,1 triệu/tháng",2,1,37.3 m²,Nam,,Sổ hồng,10.27 m,3 m,55.9 m²,2 m,1 trệt + 1 lầu,,,,True,True,,,,True,,,,True,,,,
403617,"Bán nhà hẻm quận 4 - Nhà hẻm, khu dân cư an ninh",1,1,12.8 m²,Nam,"Đ.Tôn Thất Thuyết, P.16, Q.4, Hồ Chí Minh","1,85 tỷ","137,1 triệu/m²","144,5 triệu/m²","19,1 triệu/tháng",1,1,25.6 m²,Nam,,Sổ hồng,3.29 m,3.8 m,12.8 m²,2.49 m,1 trệt + 1 lầu,,,,True,True,,,,,,,,,,,,
388495,"Bán căn hộ offitcetel Sunrise Cityview 39m2, 1pn- Phường Tân Hưng - Quận 7",1,1,39 m²,,"Đ.Nguyễn Hữu Thọ, P.Tân Hưng, Q.7, Hồ Chí Minh","1,85 tỷ",,"47,4 triệu/m²","19,1 triệu/tháng",1,1,39 m²,,,,,,,,,,,,True,True,,,,True,,,,,,,,
385901,"Bán Căn Hộ Sài Gòn Mới 3PN, 93m2 -  Đường Huỳnh Tấn Phát Huyện Nhà Bè - Khu dân cư tri thức, an ninh, yên tĩnh",3,2,93.2 m²,,"Đ.Huỳnh Tấn Phát, Thị trấn Nhà Bè, H.Nhà Bè, Hồ Chí Minh","1,85 tỷ",,"19,8 triệu/m²","19,1 triệu/tháng",3,2,93.2 m²,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,
405077,"Bán Căn Hộ Tầng Trung Terra Rosa KDC 13E, Xã Phong Phú, Bình Chánh - Thích Hợp Ở Ngay",2,2,69.1 m²,,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh","1,85 tỷ",,"26,7 triệu/m²","19,1 triệu/tháng",2,2,69.1 m²,,Đang ở,Sổ hồng,,,,,,,,,,,True,,True,True,,,,,,,,
343113,Bán gấp căn hộ tầng 1 chung cư Nguyễn Công Trứ quận 1,1,1,30 m²,,"Đ.Nguyễn Công Trứ, P.Nguyễn Thái Bình, Q.1, Hồ Chí Minh","1,85 tỷ",,"61,6 triệu/m²","19,1 triệu/tháng",1,1,30 m²,,Đang ở,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
375217,Bán nhà 2 mặt hẻm thông thoáng Phường 5 Quận 8 - Gần chợ Nhị Thiên Đường,1,1,14.4 m²,Đ.Nam,"Đ.Bông Sao, P.5, Q.8, Hồ Chí Minh","1,85 tỷ","120,7 triệu/m²","128,4 triệu/m²","19,1 triệu/tháng",1,1,30 m²,Đ.Nam,Đang cho thuê,Sổ hồng,6 m,2.37 m,14.4 m²,2.03 m,1 trệt + 1 lầu,,,True,,,,,,,,,,,,,,
366120,Bán Căn Hộ Chung Cư Tân Tạo Vĩnh Tường - Quận Bình Tân,2,2,89 m²,Đ.Bắc,"Đ.Lộ Tẻ, P.Tân Tạo A, Q.Bình Tân, Hồ Chí Minh","1,85 tỷ",,"20,7 triệu/m²","19,1 triệu/tháng",2,2,89 m²,Đ.Bắc,Đang ở,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
298924,"Cần bán shop thương mại, chung cư La Astoria, phường Bình Trưng Tây, Quận 2.",,2,45.27 m²,,"Đ.Nguyễn Duy Trinh, P.Bình Trưng Tây, Q.2, Hồ Chí Minh","1,85 tỷ",,"40,8 triệu/m²","19,1 triệu/tháng",,2,45.27 m²,,,,,,,,,,,,True,True,True,True,True,True,,,,,,,,
407860,Bán căn hộ chung cư Vinhome Grand Park Quận 9 - Nhà mới - Vào ở ngay,1,1,47 m²,,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh","1,85 tỷ",,"39,3 triệu/m²","19,1 triệu/tháng",1,1,47 m²,,,,,,,,,,,,True,True,True,True,,True,True,True,True,,,,,
328153,"Bán Căn góc Conic Đình Khiêm - khu dân cư Conic Phong Phú, Bình Chánh.",2,2,73.1 m²,,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh","1,85 tỷ",,"25,3 triệu/m²","19,1 triệu/tháng",2,2,73.1 m²,,,Sổ hồng,,,,,,,,True,,,,,,,,,,,,,,
258044,"Bán căn Officetel, chung cư The Sun Avenue, phường An Phú, Quận 2.",1,1,31.41 m²,Đ.Nam,"Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh","1,86 tỷ",,"59,2 triệu/m²","19,2 triệu/tháng",1,1,31.41 m²,Đ.Nam,,,,,,,,,,,True,True,True,True,True,True,,,,,,,,
398799,"Bán Căn Hộ 2PN Chung cư Era Town Đức Khải Phường Phú Mỹ, Quận 7 - Nội Thất Đầy Đủ, View Sông",2,2,67.21 m²,,"Đ.Nguyễn Lương Bằng, P.Phú Mỹ, Q.7, Hồ Chí Minh","1,86 tỷ",,"27,6 triệu/m²","19,2 triệu/tháng",2,2,67.21 m²,,,,,,,,,,,,True,True,,,,True,,,,,,,,
373272,"Bán nhà hẻm đường Lê Quang Định, Phường 7, Bình Thạnh",2,1,11.5 m²,Bắc,"Đ.Lê Quang Định, P.7, Q.Bình Thạnh, Hồ Chí Minh","1,87 tỷ","154,9 triệu/m²","162,6 triệu/m²","19,3 triệu/tháng",2,1,23 m²,Bắc,Đang cho thuê,Sổ hồng,4.2 m,3.75 m,11.5 m²,2.5 m,1 trệt + 2 lầu,,,True,,,,,,,,,,,,,,
221888,"Chính chủ bán căn hộ thuộc chung cư Saigon Metro Park, phường Trường Thọ, Quận Thủ Đức",2,1,49.4 m²,T.Bắc,"Đ.Số 11, P.Trường Thọ, Q.Thủ Đức, Hồ Chí Minh","1,88 tỷ",,38 triệu/m²,"19,41 triệu/tháng",2,1,49.4 m²,T.Bắc,,Sổ hồng,,,,,,,,,True,True,True,True,True,True,,True,True,True,,,,
349952,Bán nhà mới nhỏ xinh thiết kế hiện đại ngay trung tâm quận 5 - thuận tiện di chuyển gần chợ Hòa Bình,2,1,10.6 m²,Tây,"Đ.An Bình, P.5, Q.5, Hồ Chí Minh","1,88 tỷ","170,6 triệu/m²","177,3 triệu/m²","19,41 triệu/tháng",2,1,21.2 m²,Tây,Đang ở,Sổ hồng,3.3 m,4.3 m,10.6 m²,3.5 m,1 trệt + 1 lầu,,,True,,,,,,,,,,,,,,
317152,Bán nhà riêng hẻm thông Quận 8 - Hướng Tây Bắc,1,1,21.4 m²,T.Bắc,"Đ.Hoàng Sĩ Khải, P.14, Q.8, Hồ Chí Minh","1,88 tỷ","82,3 triệu/m²","87,8 triệu/m²","19,41 triệu/tháng",1,1,32.1 m²,T.Bắc,,Sổ hồng,5.97 m,3.5 m,21.4 m²,2 m,"1 trệt, 1 lửng",,,,True,True,True,,,,,,,,,,,
404702," Bán căn hộ chung cư Conic riverside - Phường 7, Quận 8",2,1,53 m²,,"Đ.Lô A2, P.7, Q.8, Hồ Chí Minh","1,89 tỷ",,"35,6 triệu/m²","19,51 triệu/tháng",2,1,53 m²,,Đang cho thuê,,,,53 m²,,,,,,True,True,,,,,,,,,,,,
95219,"Bán nhà nát Quận 12 - 450m ra đường Nguyễn Ảnh Thủ, 5 phút ra Hiệp Thành City",,,18 m²,T.Nam,"Đ.Hiệp Thành 42, P.Hiệp Thành, Q.12, Hồ Chí Minh","1,9 tỷ","98,1 triệu/m²","105,5 triệu/m²","19,61 triệu/tháng",,,36 m²,T.Nam,Đang cho thuê,Sổ hồng,5.46 m,4 m,18 m²,2.6 m,1 trệt + 1 lầu,,,,True,True,,True,True,True,,,,,,,,
413785,"- Bán nhà nhỏ xinh Phường  Bình Hưng Hòa A, Quận Bình Tân ",1,1,16.4 m²,Đông,"Đ.Số 5, P.Bình Hưng Hòa A, Q.Bình Tân, Hồ Chí Minh","1,9 tỷ","108,4 triệu/m²","115,8 triệu/m²","19,61 triệu/tháng",1,1,32.8 m²,Đông,Đang ở,Sổ hồng,7.65 m,3 m,16.4 m²,1.75 m,1 trệt + 1 lầu,,,,True,True,,,,True,,,,,,,,
412067,Nhà riêng Phường 8 Quận 8 - Hướng Nam,1,1,12.7 m²,Nam,"Đ.Hưng Phú, P.8, Q.8, Hồ Chí Minh","1,9 tỷ","142,2 triệu/m²","149,6 triệu/m²","19,61 triệu/tháng",1,1,25.4 m²,Nam,Đang ở,Sổ hồng,3.4 m,3.8 m,12.7 m²,2.5 m,1 trệt + 1 lầu,,,True,,,,,,,,,,,,,,
255385,"Cần bán căn hộ chung cư Citi Home, căn góc, nội thất cơ bản. ",2,2,65 m²,,"Đ.số 35 - CL, P.Cát Lái, Q.2, Hồ Chí Minh","1,9 tỷ",,"29,2 triệu/m²","19,61 triệu/tháng",2,2,65 m²,,,,,,,,,,,True,,,,,,,,,,,,,,
287754,Bán đất Trương Văn Đa xã Tân Nhựt- Sổ hồng riêng chính chủ - Gần mặt tiền đường,,,137.4 m²,,"Đ.Trương Văn Đa, X.Tân Nhựt, H.Bình Chánh, Hồ Chí Minh","1,9 tỷ",,"13,8 triệu/m²","19,61 triệu/tháng",,,106.7 m²,,,Sổ hồng,16 m,12.27 m,137.4 m²,3 m,,,,,True,True,,,,True,,,,,,,,
